order_line_id,order_id,product_id,quantity,unit_price,discount_pct,gross_sales,net_sales,cost_amount,profit
OL000159143,OR0068174,PR01279,1,370.14,0.0,370.14,370.14,142.79,227.35
OL000159144,OR0068175,PR00480,1,173.17,0.0,173.17,173.17,87.57,85.6
OL000159145,OR0068176,PR00419,2,21.26,0.0,42.52,42.52,15.28,27.24
OL000159146,OR0068177,PR01588,1,12.33,0.0,12.33,12.33,9.33,3.0
OL000159147,OR0068178,PR01120,1,19.59,0.0,19.59,19.59,7.71,11.88
OL000159148,OR0068178,PR00719,2,5.15,0.05,10.3,9.78,7.0,2.78
OL000159149,OR0068178,PR01441,1,227.18,0.0,227.18,227.18,129.12,98.06
OL000159150,OR0068179,PR00552,1,49.64,0.0,49.64,49.64,22.45,27.19
OL000159151,OR0068179,PR00329,1,25.95,0.0,25.95,25.95,17.8,8.15
OL000159152,OR0068179,PR00178,5,351.75,0.0,1758.75,1758.75,682.8,1075.95
OL000159153,OR0068179,PR00635,1,46.74,0.0,46.74,46.74,25.25,21.49
OL000159154,OR0068180,PR01423,1,17.77,0.0,17.77,17.77,9.66,8.11
OL000159155,OR0068181,PR01151,1,14.72,0.0,14.72,14.72,6.72,8.0
OL000159156,OR0068182,PR00542,2,18.33,0.0,36.66,36.66,25.82,10.84
OL000159157,OR0068182,PR00423,1,7.4,0.0,7.4,7.4,4.17,3.23
OL000159158,OR0068182,PR00206,1,9.99,0.0,9.99,9.99,5.69,4.3
OL000159159,OR0068182,PR01339,1,94.62,0.0,94.62,94.62,69.77,24.85
OL000159160,OR0068182,PR00787,1,14.5,0.0,14.5,14.5,6.91,7.59
OL000159161,OR0068182,PR00994,1,10.72,0.0,10.72,10.72,8.42,2.3
OL000159162,OR0068183,PR00777,2,69.06,0.0,138.12,138.12,90.74,47.38
OL000159163,OR0068184,PR01622,1,20.33,0.0,20.33,20.33,10.86,9.47
OL000159164,OR0068184,PR01592,1,31.97,0.0,31.97,31.97,20.23,11.74
OL000159165,OR0068184,PR00320,1,294.44,0.0,294.44,294.44,161.46,132.98
OL000159166,OR0068185,PR00764,1,38.71,0.0,38.71,38.71,14.63,24.08
OL000159167,OR0068186,PR01337,1,179.08,0.0,179.08,179.08,97.28,81.8
OL000159168,OR0068187,PR00559,1,18.49,0.0,18.49,18.49,10.33,8.16
OL000159169,OR0068188,PR00980,2,33.49,0.0,66.98,66.98,38.02,28.96
OL000159170,OR0068188,PR01747,2,6.55,0.0,13.1,13.1,5.5,7.6
OL000159171,OR0068188,PR01029,1,8.53,0.0,8.53,8.53,3.68,4.85
OL000159172,OR0068189,PR00920,2,18.65,0.0,37.3,37.3,19.66,17.64
OL000159173,OR0068189,PR00035,1,568.77,0.0,568.77,568.77,239.39,329.38
OL000159174,OR0068189,PR00572,5,97.14,0.0,485.7,485.7,247.0,238.7
OL000159175,OR0068189,PR00199,1,135.68,0.05,135.68,128.9,75.9,53.0
OL000159176,OR0068189,PR00693,4,62.3,0.0,249.2,249.2,105.76,143.44
OL000159177,OR0068190,PR00465,1,16.11,0.0,16.11,16.11,7.59,8.52
OL000159178,OR0068190,PR01076,2,244.17,0.0,488.34,488.34,207.6,280.74
OL000159179,OR0068191,PR01053,3,89.83,0.0,269.49,269.49,111.24,158.25
OL000159180,OR0068192,PR01475,2,280.76,0.1,561.52,505.37,390.78,114.59
OL000159181,OR0068193,PR00049,2,58.06,0.0,116.12,116.12,43.8,72.32
OL000159182,OR0068194,PR00077,2,14.43,0.0,28.86,28.86,21.78,7.08
OL000159183,OR0068194,PR00413,1,235.87,0.2,235.87,188.7,140.82,47.88
OL000159184,OR0068195,PR01552,2,41.47,0.0,82.94,82.94,55.38,27.56
OL000159185,OR0068195,PR00609,5,35.53,0.0,177.65,177.65,80.0,97.65
OL000159186,OR0068195,PR00596,1,218.62,0.1,218.62,196.76,114.41,82.35
OL000159187,OR0068196,PR00529,1,174.57,0.0,174.57,174.57,77.05,97.52
OL000159188,OR0068196,PR01136,2,22.21,0.0,44.42,44.42,34.1,10.32
OL000159189,OR0068197,PR01253,1,3.43,0.0,3.43,3.43,1.83,1.6
OL000159190,OR0068198,PR00813,1,33.68,0.0,33.68,33.68,17.33,16.35
OL000159191,OR0068199,PR00554,1,20.74,0.1,20.74,18.67,7.98,10.69
OL000159192,OR0068200,PR00267,3,16.87,0.0,50.61,50.61,30.6,20.01
OL000159193,OR0068201,PR01171,2,6.19,0.0,12.38,12.38,5.44,6.94
OL000159194,OR0068202,PR00706,1,4.04,0.3,4.04,2.83,1.5,1.33
OL000159195,OR0068202,PR01030,1,8.22,0.0,8.22,8.22,4.44,3.78
OL000159196,OR0068203,PR00312,1,61.22,0.0,61.22,61.22,40.96,20.26
OL000159197,OR0068203,PR00084,1,87.97,0.0,87.97,87.97,41.79,46.18
OL000159198,OR0068203,PR01407,1,445.92,0.0,445.92,445.92,172.72,273.2
OL000159199,OR0068203,PR00094,3,36.66,0.0,109.98,109.98,57.81,52.17
OL000159200,OR0068203,PR00254,1,41.7,0.0,41.7,41.7,15.06,26.64
OL000159201,OR0068203,PR01418,2,36.33,0.25,72.66,54.5,37.94,16.56
OL000159202,OR0068204,PR00797,2,3.32,0.0,6.64,6.64,5.28,1.36
OL000159203,OR0068205,PR00886,1,17.9,0.0,17.9,17.9,10.96,6.94
OL000159204,OR0068205,PR00782,1,67.82,0.0,67.82,67.82,27.83,39.99
OL000159205,OR0068205,PR01116,1,49.54,0.05,49.54,47.06,23.59,23.47
OL000159206,OR0068206,PR00063,1,418.45,0.2,418.45,334.76,160.35,174.41
OL000159207,OR0068206,PR01088,1,19.7,0.25,19.7,14.77,10.19,4.58
OL000159208,OR0068206,PR00869,3,223.34,0.0,670.02,670.02,246.15,423.87
OL000159209,OR0068206,PR01560,1,34.99,0.1,34.99,31.49,24.26,7.23
OL000159210,OR0068207,PR00986,1,146.14,0.0,146.14,146.14,94.21,51.93
OL000159211,OR0068207,PR01168,2,10.32,0.0,20.64,20.64,15.36,5.28
OL000159212,OR0068208,PR00835,1,281.91,0.0,281.91,281.91,126.41,155.5
OL000159213,OR0068209,PR01380,1,21.93,0.0,21.93,21.93,12.38,9.55
OL000159214,OR0068210,PR01453,2,27.44,0.3,54.88,38.42,29.42,9.0
OL000159215,OR0068210,PR01769,1,723.04,0.0,723.04,723.04,291.7,431.34
OL000159216,OR0068211,PR01685,2,43.14,0.15,86.28,73.34,31.66,41.68
OL000159217,OR0068211,PR00855,1,82.12,0.0,82.12,82.12,51.83,30.29
OL000159218,OR0068211,PR00889,4,122.67,0.0,490.68,490.68,358.32,132.36
OL000159219,OR0068211,PR00369,1,6.79,0.3,6.79,4.75,4.24,0.51
OL000159220,OR0068212,PR00915,2,18.06,0.0,36.12,36.12,17.98,18.14
OL000159221,OR0068212,PR01042,1,46.22,0.0,46.22,46.22,24.18,22.04
OL000159222,OR0068212,PR00369,2,6.79,0.0,13.58,13.58,8.48,5.1
OL000159223,OR0068212,PR01755,1,26.3,0.05,26.3,24.98,10.19,14.79
OL000159224,OR0068212,PR01642,1,19.41,0.2,19.41,15.53,8.13,7.4
OL000159225,OR0068212,PR01781,1,127.47,0.15,127.47,108.35,83.61,24.74
OL000159226,OR0068213,PR00153,1,41.26,0.0,41.26,41.26,18.45,22.81
OL000159227,OR0068213,PR01221,2,148.12,0.15,296.24,251.8,120.06,131.74
OL000159228,OR0068214,PR00309,1,30.57,0.0,30.57,30.57,16.48,14.09
OL000159229,OR0068215,PR00640,1,14.9,0.3,14.9,10.43,5.79,4.64
OL000159230,OR0068215,PR00294,1,135.03,0.05,135.03,128.28,87.63,40.65
OL000159231,OR0068215,PR00315,5,12.52,0.0,62.6,62.6,27.6,35.0
OL000159232,OR0068216,PR00723,1,166.59,0.05,166.59,158.26,84.76,73.5
OL000159233,OR0068216,PR01370,2,65.16,0.0,130.32,130.32,93.74,36.58
OL000159234,OR0068217,PR00471,2,226.01,0.05,452.02,429.42,294.32,135.1
OL000159235,OR0068217,PR00319,2,15.73,0.0,31.46,31.46,11.9,19.56
OL000159236,OR0068218,PR01151,2,14.72,0.0,29.44,29.44,13.44,16.0
OL000159237,OR0068218,PR01011,1,183.16,0.0,183.16,183.16,68.66,114.5
OL000159238,OR0068219,PR01403,1,87.96,0.15,87.96,74.77,46.04,28.73
OL000159239,OR0068220,PR00997,2,20.09,0.3,40.18,28.13,15.46,12.67
OL000159240,OR0068220,PR01114,1,198.05,0.2,198.05,158.44,89.94,68.5
OL000159241,OR0068221,PR01691,1,32.89,0.0,32.89,32.89,15.95,16.94
OL000159242,OR0068221,PR00701,1,97.69,0.0,97.69,97.69,60.44,37.25
OL000159243,OR0068221,PR00957,1,62.24,0.0,62.24,62.24,38.21,24.03
OL000159244,OR0068221,PR00099,2,65.12,0.3,130.24,91.17,90.48,0.69
OL000159245,OR0068221,PR01048,1,116.67,0.05,116.67,110.84,74.85,35.99
OL000159246,OR0068222,PR00792,3,10.45,0.25,31.35,23.51,13.47,10.04
OL000159247,OR0068222,PR01322,1,106.37,0.2,106.37,85.1,39.36,45.74
OL000159248,OR0068223,PR00675,3,803.48,0.0,2410.44,2410.44,1437.21,973.23
OL000159249,OR0068223,PR00505,4,235.13,0.0,940.52,940.52,501.2,439.32
OL000159250,OR0068224,PR00704,4,3.73,0.05,14.92,14.17,8.56,5.61
OL000159251,OR0068224,PR00778,2,78.92,0.0,157.84,157.84,56.42,101.42
OL000159252,OR0068225,PR01062,2,119.99,0.15,239.98,203.98,86.9,117.08
OL000159253,OR0068225,PR01584,4,7.04,0.0,28.16,28.16,17.08,11.08
OL000159254,OR0068225,PR00146,1,566.23,0.05,566.23,537.92,287.45,250.47
OL000159255,OR0068225,PR01443,1,266.35,0.15,266.35,226.4,103.18,123.22
OL000159256,OR0068226,PR00099,3,65.12,0.0,195.36,195.36,135.72,59.64
OL000159257,OR0068227,PR00457,1,7.69,0.0,7.69,7.69,6.12,1.57
OL000159258,OR0068228,PR00621,2,365.18,0.0,730.36,730.36,303.3,427.06
OL000159259,OR0068229,PR00329,1,25.95,0.0,25.95,25.95,17.8,8.15
OL000159260,OR0068229,PR00810,1,29.74,0.15,29.74,25.28,19.14,6.14
OL000159261,OR0068230,PR01591,1,436.96,0.0,436.96,436.96,177.7,259.26
OL000159262,OR0068231,PR00170,1,370.62,0.0,370.62,370.62,241.66,128.96
OL000159263,OR0068232,PR01754,1,6.15,0.0,6.15,6.15,2.72,3.43
OL000159264,OR0068232,PR01097,4,338.41,0.0,1353.64,1353.64,595.8,757.84
OL000159265,OR0068232,PR00154,1,521.79,0.1,521.79,469.61,214.54,255.07
OL000159266,OR0068233,PR00240,1,41.42,0.1,41.42,37.28,21.24,16.04
OL000159267,OR0068233,PR01683,2,7.72,0.0,15.44,15.44,12.02,3.42
OL000159268,OR0068233,PR01604,2,164.8,0.0,329.6,329.6,186.04,143.56
OL000159269,OR0068233,PR00363,1,562.22,0.25,562.22,421.66,258.76,162.9
OL000159270,OR0068233,PR00662,1,48.3,0.0,48.3,48.3,25.31,22.99
OL000159271,OR0068233,PR00296,1,67.42,0.15,67.42,57.31,30.06,27.25
OL000159272,OR0068234,PR00862,3,4.94,0.0,14.82,14.82,7.2,7.62
OL000159273,OR0068235,PR00508,1,11.2,0.05,11.2,10.64,4.24,6.4
OL000159274,OR0068236,PR00176,1,94.79,0.1,94.79,85.31,37.48,47.83
OL000159275,OR0068237,PR00437,1,35.28,0.0,35.28,35.28,21.5,13.78
OL000159276,OR0068238,PR01122,1,174.46,0.2,174.46,139.57,90.7,48.87
OL000159277,OR0068238,PR01553,3,83.19,0.0,249.57,249.57,120.72,128.85
OL000159278,OR0068239,PR00781,4,430.43,0.0,1721.72,1721.72,844.12,877.6
OL000159279,OR0068240,PR01644,3,148.22,0.05,444.66,422.43,160.8,261.63
OL000159280,OR0068241,PR00838,2,157.88,0.05,315.76,299.97,170.64,129.33
OL000159281,OR0068241,PR00577,4,11.21,0.0,44.84,44.84,26.44,18.4
OL000159282,OR0068241,PR00819,1,48.4,0.1,48.4,43.56,33.1,10.46
OL000159283,OR0068242,PR00066,2,166.23,0.15,332.46,282.59,162.24,120.35
OL000159284,OR0068243,PR01451,1,142.03,0.0,142.03,142.03,55.82,86.21
OL000159285,OR0068244,PR00189,2,9.73,0.15,19.46,16.54,14.96,1.58
OL000159286,OR0068245,PR00325,1,10.77,0.0,10.77,10.77,6.46,4.31
OL000159287,OR0068245,PR00392,1,6.28,0.0,6.28,6.28,2.71,3.57
OL000159288,OR0068245,PR00996,2,162.65,0.0,325.3,325.3,130.14,195.16
OL000159289,OR0068246,PR01466,1,10.23,0.05,10.23,9.72,4.3,5.42
OL000159290,OR0068247,PR01564,4,68.5,0.0,274.0,274.0,98.6,175.4
OL000159291,OR0068247,PR01187,1,39.52,0.1,39.52,35.57,23.32,12.25
OL000159292,OR0068247,PR00366,1,184.65,0.0,184.65,184.65,107.81,76.84
OL000159293,OR0068247,PR00681,1,4.92,0.0,4.92,4.92,2.38,2.54
OL000159294,OR0068248,PR00489,1,34.62,0.0,34.62,34.62,18.67,15.95
OL000159295,OR0068249,PR01676,1,37.49,0.0,37.49,37.49,28.21,9.28
OL000159296,OR0068249,PR00942,1,129.12,0.25,129.12,96.84,68.35,28.49
OL000159297,OR0068249,PR00853,5,68.35,0.0,341.75,341.75,166.0,175.75
OL000159298,OR0068250,PR01144,4,6.53,0.15,26.12,22.2,12.64,9.56
OL000159299,OR0068250,PR01223,1,51.61,0.0,51.61,51.61,27.46,24.15
OL000159300,OR0068250,PR01255,3,17.27,0.15,51.81,44.04,34.77,9.27
OL000159301,OR0068250,PR00086,1,137.36,0.0,137.36,137.36,68.09,69.27
OL000159302,OR0068251,PR01168,2,10.32,0.15,20.64,17.54,15.36,2.18
OL000159303,OR0068252,PR00762,1,33.51,0.1,33.51,30.16,19.7,10.46
OL000159304,OR0068252,PR01664,2,38.93,0.0,77.86,77.86,44.06,33.8
OL000159305,OR0068252,PR00477,5,86.14,0.0,430.7,430.7,163.95,266.75
OL000159306,OR0068253,PR01527,2,97.96,0.0,195.92,195.92,80.4,115.52
OL000159307,OR0068253,PR00224,1,4.4,0.0,4.4,4.4,1.61,2.79
OL000159308,OR0068253,PR00141,1,5.55,0.0,5.55,5.55,2.18,3.37
OL000159309,OR0068254,PR01732,2,14.56,0.15,29.12,24.75,20.82,3.93
OL000159310,OR0068254,PR00434,2,5.23,0.05,10.46,9.94,5.14,4.8
OL000159311,OR0068255,PR01621,1,62.17,0.0,62.17,62.17,24.08,38.09
OL000159312,OR0068256,PR00838,4,157.88,0.1,631.52,568.37,341.28,227.09
OL000159313,OR0068257,PR01080,5,52.75,0.0,263.75,263.75,146.75,117.0
OL000159314,OR0068258,PR00941,2,99.74,0.05,199.48,189.51,76.28,113.23
OL000159315,OR0068258,PR00012,2,82.74,0.0,165.48,165.48,119.96,45.52
OL000159316,OR0068259,PR01632,5,46.22,0.15,231.1,196.44,88.65,107.79
OL000159317,OR0068259,PR00612,1,215.27,0.0,215.27,215.27,78.66,136.61
OL000159318,OR0068259,PR01441,1,227.18,0.0,227.18,227.18,129.12,98.06
OL000159319,OR0068259,PR00647,2,303.11,0.0,606.22,606.22,269.3,336.92
OL000159320,OR0068259,PR00658,2,20.29,0.0,40.58,40.58,17.56,23.02
OL000159321,OR0068260,PR01406,1,84.04,0.05,84.04,79.84,46.14,33.7
OL000159322,OR0068261,PR00902,1,7.22,0.0,7.22,7.22,5.06,2.16
OL000159323,OR0068262,PR01542,1,4.59,0.0,4.59,4.59,1.88,2.71
OL000159324,OR0068262,PR01072,5,69.35,0.05,346.75,329.41,260.05,69.36
OL000159325,OR0068262,PR00240,2,41.42,0.1,82.84,74.56,42.48,32.08
OL000159326,OR0068263,PR01032,1,116.91,0.0,116.91,116.91,48.15,68.76
OL000159327,OR0068263,PR00575,1,7.35,0.15,7.35,6.25,4.59,1.66
OL000159328,OR0068263,PR01541,1,17.97,0.0,17.97,17.97,9.25,8.72
OL000159329,OR0068264,PR00438,1,43.41,0.1,43.41,39.07,16.52,22.55
OL000159330,OR0068264,PR01485,1,147.21,0.0,147.21,147.21,93.99,53.22
OL000159331,OR0068265,PR00268,3,42.53,0.1,127.59,114.83,47.16,67.67
OL000159332,OR0068265,PR00152,1,269.02,0.0,269.02,269.02,124.59,144.43
OL000159333,OR0068265,PR01265,3,71.33,0.2,213.99,171.19,154.47,16.72
OL000159334,OR0068266,PR00539,1,131.31,0.25,131.31,98.48,74.26,24.22
OL000159335,OR0068266,PR00833,1,29.83,0.0,29.83,29.83,15.27,14.56
OL000159336,OR0068267,PR01767,1,17.39,0.15,17.39,14.78,12.77,2.01
OL000159337,OR0068268,PR01706,1,361.03,0.0,361.03,361.03,160.35,200.68
OL000159338,OR0068268,PR00771,5,9.6,0.0,48.0,48.0,22.65,25.35
OL000159339,OR0068269,PR00443,3,15.47,0.0,46.41,46.41,17.97,28.44
OL000159340,OR0068270,PR00471,5,226.01,0.15,1130.05,960.54,735.8,224.74
OL000159341,OR0068271,PR01471,8,74.35,0.0,594.8,594.8,282.88,311.92
OL000159342,OR0068271,PR01056,1,31.11,0.0,31.11,31.11,17.01,14.1
OL000159343,OR0068271,PR01681,2,26.34,0.0,52.68,52.68,23.18,29.5
OL000159344,OR0068272,PR00344,1,375.82,0.15,375.82,319.45,162.32,157.13
OL000159345,OR0068272,PR00776,1,8.07,0.0,8.07,8.07,6.3,1.77
OL000159346,OR0068273,PR01285,1,375.49,0.0,375.49,375.49,150.93,224.56
OL000159347,OR0068273,PR01095,2,89.0,0.0,178.0,178.0,82.16,95.84
OL000159348,OR0068274,PR01587,2,32.77,0.1,65.54,58.99,26.1,32.89
OL000159349,OR0068274,PR00586,1,23.62,0.0,23.62,23.62,9.36,14.26
OL000159350,OR0068274,PR00763,1,9.93,0.0,9.93,9.93,7.83,2.1
OL000159351,OR0068275,PR00716,1,9.05,0.0,9.05,9.05,4.57,4.48
OL000159352,OR0068276,PR00583,3,14.87,0.0,44.61,44.61,17.37,27.24
OL000159353,OR0068276,PR01186,2,4.05,0.0,8.1,8.1,4.1,4.0
OL000159354,OR0068276,PR00898,1,6.02,0.0,6.02,6.02,2.92,3.1
OL000159355,OR0068277,PR00414,2,8.28,0.15,16.56,14.08,6.02,8.06
OL000159356,OR0068278,PR00517,1,14.78,0.0,14.78,14.78,5.39,9.39
OL000159357,OR0068279,PR01536,1,33.37,0.25,33.37,25.03,16.7,8.33
OL000159358,OR0068279,PR01519,1,22.07,0.3,22.07,15.45,11.49,3.96
OL000159359,OR0068280,PR01038,3,139.15,0.0,417.45,417.45,194.07,223.38
OL000159360,OR0068280,PR00454,1,35.97,0.0,35.97,35.97,13.36,22.61
OL000159361,OR0068280,PR00490,3,38.3,0.15,114.9,97.66,52.47,45.19
OL000159362,OR0068281,PR01003,4,44.81,0.05,179.24,170.28,93.92,76.36
OL000159363,OR0068281,PR00194,1,26.6,0.1,26.6,23.94,10.19,13.75
OL000159364,OR0068281,PR01252,1,13.0,0.2,13.0,10.4,5.59,4.81
OL000159365,OR0068281,PR00769,1,47.12,0.05,47.12,44.76,33.75,11.01
OL000159366,OR0068282,PR01569,2,71.54,0.0,143.08,143.08,64.32,78.76
OL000159367,OR0068282,PR01695,2,53.94,0.2,107.88,86.3,47.04,39.26
OL000159368,OR0068282,PR00301,1,226.25,0.15,226.25,192.31,140.34,51.97
OL000159369,OR0068282,PR01333,2,196.32,0.0,392.64,392.64,176.5,216.14
OL000159370,OR0068283,PR00513,2,361.37,0.0,722.74,722.74,318.04,404.7
OL000159371,OR0068283,PR00729,1,8.79,0.0,8.79,8.79,5.81,2.98
OL000159372,OR0068284,PR01159,1,34.45,0.0,34.45,34.45,17.31,17.14
OL000159373,OR0068285,PR01047,2,102.8,0.0,205.6,205.6,83.06,122.54
OL000159374,OR0068285,PR01769,2,723.04,0.0,1446.08,1446.08,583.4,862.68
OL000159375,OR0068286,PR01767,3,17.39,0.0,52.17,52.17,38.31,13.86
OL000159376,OR0068286,PR00496,1,106.31,0.25,106.31,79.73,72.02,7.71
OL000159377,OR0068286,PR01543,1,7.52,0.15,7.52,6.39,4.99,1.4
OL000159378,OR0068287,PR01130,5,36.25,0.15,181.25,154.06,87.6,66.46
OL000159379,OR0068287,PR01145,3,88.67,0.0,266.01,266.01,95.52,170.49
OL000159380,OR0068287,PR00943,2,5.22,0.1,10.44,9.4,5.1,4.3
OL000159381,OR0068287,PR01542,1,4.59,0.0,4.59,4.59,1.88,2.71
OL000159382,OR0068288,PR01669,1,42.48,0.0,42.48,42.48,24.84,17.64
OL000159383,OR0068289,PR01049,1,81.17,0.0,81.17,81.17,51.26,29.91
OL000159384,OR0068289,PR01737,1,9.92,0.1,9.92,8.93,3.78,5.15
OL000159385,OR0068290,PR00544,1,14.64,0.0,14.64,14.64,6.68,7.96
OL000159386,OR0068291,PR00916,3,56.07,0.0,168.21,168.21,74.58,93.63
OL000159387,OR0068291,PR00544,1,14.64,0.0,14.64,14.64,6.68,7.96
OL000159388,OR0068291,PR01785,1,8.5,0.15,8.5,7.22,3.26,3.96
OL000159389,OR0068292,PR00505,4,235.13,0.0,940.52,940.52,501.2,439.32
OL000159390,OR0068293,PR00447,4,13.02,0.1,52.08,46.87,30.52,16.35
OL000159391,OR0068294,PR01686,1,43.79,0.0,43.79,43.79,16.29,27.5
OL000159392,OR0068294,PR00692,2,256.01,0.1,512.02,460.82,224.94,235.88
OL000159393,OR0068294,PR01408,2,27.42,0.2,54.84,43.87,24.78,19.09
OL000159394,OR0068295,PR01696,3,341.92,0.0,1025.76,1025.76,429.48,596.28
OL000159395,OR0068296,PR00390,1,21.19,0.0,21.19,21.19,8.54,12.65
OL000159396,OR0068296,PR01245,5,247.36,0.05,1236.8,1174.96,764.5,410.46
OL000159397,OR0068296,PR01518,1,105.95,0.0,105.95,105.95,38.74,67.21
OL000159398,OR0068297,PR01669,1,42.48,0.2,42.48,33.98,24.84,9.14
OL000159399,OR0068298,PR01518,1,105.95,0.05,105.95,100.65,38.74,61.91
OL000159400,OR0068298,PR00051,2,439.76,0.0,879.52,879.52,337.72,541.8
OL000159401,OR0068299,PR00348,3,11.4,0.0,34.2,34.2,14.34,19.86
OL000159402,OR0068299,PR00353,1,39.38,0.2,39.38,31.5,20.47,11.03
OL000159403,OR0068300,PR00487,1,149.67,0.2,149.67,119.74,72.48,47.26
OL000159404,OR0068301,PR00535,1,93.7,0.0,93.7,93.7,48.0,45.7
OL000159405,OR0068302,PR01164,1,25.71,0.2,25.71,20.57,16.09,4.48
OL000159406,OR0068302,PR01070,1,16.75,0.2,16.75,13.4,12.78,0.62
OL000159407,OR0068303,PR00689,2,154.06,0.05,308.12,292.71,130.0,162.71
OL000159408,OR0068304,PR00250,2,122.24,0.0,244.48,244.48,146.04,98.44
OL000159409,OR0068304,PR00195,1,25.77,0.05,25.77,24.48,9.35,15.13
OL000159410,OR0068304,PR01688,1,24.43,0.1,24.43,21.99,18.37,3.62
OL000159411,OR0068304,PR01242,2,30.66,0.0,61.32,61.32,29.66,31.66
OL000159412,OR0068304,PR00889,1,122.67,0.0,122.67,122.67,89.58,33.09
OL000159413,OR0068305,PR01072,1,69.35,0.0,69.35,69.35,52.01,17.34
OL000159414,OR0068305,PR00570,1,102.71,0.0,102.71,102.71,47.24,55.47
OL000159415,OR0068305,PR01325,2,40.68,0.0,81.36,81.36,37.96,43.4
OL000159416,OR0068306,PR00432,1,77.55,0.0,77.55,77.55,40.45,37.1
OL000159417,OR0068306,PR00101,1,148.0,0.0,148.0,148.0,87.53,60.47
OL000159418,OR0068306,PR01522,1,26.82,0.0,26.82,26.82,10.22,16.6
OL000159419,OR0068307,PR00049,1,58.06,0.0,58.06,58.06,21.9,36.16
OL000159420,OR0068307,PR00983,1,166.23,0.0,166.23,166.23,131.52,34.71
OL000159421,OR0068307,PR01572,2,11.15,0.0,22.3,22.3,8.96,13.34
OL000159422,OR0068308,PR00729,1,8.79,0.0,8.79,8.79,5.81,2.98
OL000159423,OR0068308,PR00078,1,19.31,0.0,19.31,19.31,9.54,9.77
OL000159424,OR0068308,PR00147,1,94.9,0.0,94.9,94.9,35.05,59.85
OL000159425,OR0068308,PR01595,2,7.05,0.3,14.1,9.87,7.02,2.85
OL000159426,OR0068308,PR00337,2,78.22,0.3,156.44,109.51,61.84,47.67
OL000159427,OR0068309,PR01728,5,3.34,0.0,16.7,16.7,12.3,4.4
OL000159428,OR0068309,PR01322,5,106.37,0.0,531.85,531.85,196.8,335.05
OL000159429,OR0068309,PR00997,1,20.09,0.0,20.09,20.09,7.73,12.36
OL000159430,OR0068310,PR01711,8,3.39,0.0,27.12,27.12,16.48,10.64
OL000159431,OR0068310,PR01172,5,99.16,0.05,495.8,471.01,227.55,243.46
OL000159432,OR0068311,PR00542,2,18.33,0.0,36.66,36.66,25.82,10.84
OL000159433,OR0068311,PR01569,2,71.54,0.0,143.08,143.08,64.32,78.76
OL000159434,OR0068311,PR01237,2,78.4,0.05,156.8,148.96,65.54,83.42
OL000159435,OR0068311,PR00322,2,160.82,0.05,321.64,305.56,147.38,158.18
OL000159436,OR0068312,PR01388,2,126.68,0.25,253.36,190.02,151.36,38.66
OL000159437,OR0068313,PR00144,1,24.71,0.05,24.71,23.47,19.23,4.24
OL000159438,OR0068313,PR01621,1,62.17,0.0,62.17,62.17,24.08,38.09
OL000159439,OR0068313,PR01605,1,96.95,0.0,96.95,96.95,69.35,27.6
OL000159440,OR0068313,PR01244,2,9.81,0.15,19.62,16.68,12.44,4.24
OL000159441,OR0068313,PR00063,1,418.45,0.0,418.45,418.45,160.35,258.1
OL000159442,OR0068313,PR01383,1,68.75,0.0,68.75,68.75,26.14,42.61
OL000159443,OR0068314,PR00118,2,340.99,0.25,681.98,511.48,402.78,108.7
OL000159444,OR0068315,PR00712,2,267.54,0.0,535.08,535.08,219.52,315.56
OL000159445,OR0068315,PR00907,1,30.93,0.05,30.93,29.38,19.53,9.85
OL000159446,OR0068315,PR00753,2,274.1,0.0,548.2,548.2,384.16,164.04
OL000159447,OR0068315,PR01566,1,43.01,0.25,43.01,32.26,16.22,16.04
OL000159448,OR0068315,PR01109,4,60.39,0.0,241.56,241.56,103.6,137.96
OL000159449,OR0068316,PR01223,1,51.61,0.1,51.61,46.45,27.46,18.99
OL000159450,OR0068316,PR00273,1,4.6,0.1,4.6,4.14,3.12,1.02
OL000159451,OR0068317,PR00061,1,190.64,0.15,190.64,162.04,96.53,65.51
OL000159452,OR0068317,PR00739,4,2.82,0.1,11.28,10.15,4.56,5.59
OL000159453,OR0068317,PR01139,1,302.9,0.05,302.9,287.75,111.34,176.41
OL000159454,OR0068318,PR00552,1,49.64,0.15,49.64,42.19,22.45,19.74
OL000159455,OR0068318,PR01559,1,30.32,0.2,30.32,24.26,12.03,12.23
OL000159456,OR0068319,PR00844,2,14.63,0.05,29.26,27.8,14.58,13.22
OL000159457,OR0068319,PR01615,1,8.45,0.15,8.45,7.18,3.32,3.86
OL000159458,OR0068319,PR00925,1,10.11,0.0,10.11,10.11,5.71,4.4
OL000159459,OR0068319,PR01358,1,161.09,0.0,161.09,161.09,80.14,80.95
OL000159460,OR0068319,PR01531,3,410.65,0.0,1231.95,1231.95,468.93,763.02
OL000159461,OR0068320,PR00959,2,38.7,,77.4,73.53,59.62,13.91
OL000159462,OR0068320,PR01568,1,10.73,0.25,10.73,8.05,5.71,2.34
OL000159463,OR0068320,PR01734,1,291.78,0.05,291.78,277.19,120.82,156.37
OL000159464,OR0068320,PR01499,1,342.85,0.05,342.85,325.71,178.44,147.27
OL000159465,OR0068320,PR00634,1,8.83,0.3,8.83,6.18,5.52,0.66
OL000159466,OR0068321,PR01519,2,22.07,0.0,44.14,44.14,22.98,21.16
