campaign_id,campaign_name,campaign_channel,target_segment,start_date,campaign_spend,campaign_objective,end_date
CA00590,Email Campaign 590,Search,All Customers,2024-08-13,4479.33,Winback,2024-09-19
CA00591,Email Campaign 591,Flyer,Student,2023-06-29,2274.28,Conversion,2023-08-03
CA00592,Flyer Campaign 592,Flyer,All Customers,2023-06-21,9290.21,Retention,2023-08-03
CA00593,Social Campaign 593,Loyalty App,Consumer,2024-07-18,21860.43,Awareness,2024-08-21
CA00594,Email Campaign 594,Social,Small Business,2023-10-02,11555.34,Winback,2023-10-14
CA00595,Display Campaign 595,Display,Consumer,2024-11-20,14401.88,Awareness,2024-12-11
CA00596,Display Campaign 596,Display,Consumer,2023-03-05,20065.21,Winback,2023-04-01
CA00597,Flyer Campaign 597,Loyalty App,All Customers,2023-05-23,2885.2,Conversion,2023-06-25
CA00598,Display Campaign 598,Display,Corporate,2023-03-13,3280.52,Conversion,2023-04-05
CA00599,Influencer Campaign 599,Loyalty App,Student,2025-06-22,5714.89,Winback,2025-07-07
CA00600,Social Campaign 600,Search,Consumer,2025-09-27,14075.96,Awareness,2025-10-10
CA00601,Flyer Campaign 601,Display,Consumer,2023-04-30,10915.78,Conversion,2023-05-18
CA00602,Search Campaign 602,Email,Student,2023-11-09,12270.14,Winback,2023-12-02
CA00603,Flyer Campaign 603,Social,Premium,2024-08-13,3006.73,Retention,2024-08-28
CA00604,Influencer Campaign 604,Email,Small Business,2023-09-23,3351.35,Conversion,2023-10-28
CA00605,Influencer Campaign 605,Flyer,Student,2023-11-02,4943.45,Retention,2023-11-30
CA00606,Display Campaign 606,Social,All Customers,2025-10-29,6590.12,Conversion,2025-11-18
CA00607,Social Campaign 607,Flyer,All Customers,2023-04-13,4245.62,Conversion,2023-05-02
CA00608,Search Campaign 608,Loyalty App,Small Business,2024-11-16,11598.3,Winback,2024-11-30
CA00609,Flyer Campaign 609,Loyalty App,All Customers,2025-04-26,8211.4,Awareness,2025-05-11
CA00610,Social Campaign 610,Search,Consumer,2024-04-11,6229.36,Conversion,2024-05-21
CA00611,Flyer Campaign 611,Loyalty App,Corporate,2023-11-28,4014.63,Winback,2023-12-28
CA00612,Display Campaign 612,Search,Corporate,2025-11-21,6968.63,Retention,2025-12-25
CA00613,Loyalty App Campaign 613,Influencer,Corporate,2024-10-02,3227.36,Winback,2024-10-27
CA00614,Influencer Campaign 614,Search,Consumer,2023-03-28,12483.67,Winback,2023-04-25
CA00615,Loyalty App Campaign 615,Email,Premium,2023-11-11,45613.69,Winback,2023-11-28
CA00616,Flyer Campaign 616,Loyalty App,Consumer,2025-07-30,3455.74,Retention,2025-08-03
CA00617,Social Campaign 617,Loyalty App,Premium,2024-12-16,21731.24,Conversion,2025-01-21
CA00618,Social Campaign 618,Search,Corporate,2024-03-20,13666.04,Winback,2024-04-01
CA00619,Search Campaign 619,Display,Student,2023-01-16,3165.86,Retention,2023-01-30
CA00620,Influencer Campaign 620,Flyer,All Customers,2025-01-02,7980.85,Winback,2025-02-09
CA00621,Display Campaign 621,Display,Consumer,2024-09-23,3239.97,Winback,2024-11-01
CA00622,Social Campaign 622,Email,Consumer,2024-03-16,10291.34,Retention,2024-04-16
CA00623,Search Campaign 623,Display,Premium,2025-10-09,16123.83,Retention,2025-11-10
CA00624,Influencer Campaign 624,Loyalty App,Premium,2025-11-04,37105.49,Retention,2025-12-16
CA00625,Display Campaign 625,Social,Corporate,2024-12-13,9538.13,Awareness,2024-12-26
CA00626,Flyer Campaign 626,Loyalty App,Corporate,2023-10-22,12747.69,Winback,2023-11-17
CA00627,Social Campaign 627,Influencer,All Customers,2025-09-22,11453.94,Retention,2025-10-26
CA00628,Email Campaign 628,Loyalty App,Consumer,2025-03-21,2463.47,Awareness,2025-04-28
CA00629,Email Campaign 629,Search,Premium,2024-02-15,50791.95,Awareness,2024-03-02
CA00630,Loyalty App Campaign 630,Display,All Customers,2024-07-06,31304.73,Awareness,2024-07-18
CA00631,Loyalty App Campaign 631,Email,All Customers,2025-01-08,4079.01,Awareness,2025-02-17
CA00632,Email Campaign 632,Email,Student,2024-05-20,8776.15,Retention,2024-06-12
CA00633,Display Campaign 633,Email,Student,2023-06-18,1952.1,Winback,2023-06-27
CA00634,Email Campaign 634,Loyalty App,Corporate,2025-10-08,14400.16,Retention,2025-11-01
CA00635,Flyer Campaign 635,Social,Premium,2025-03-02,7716.89,Retention,2025-03-05
CA00636,Display Campaign 636,Search,Premium,2025-06-29,3565.25,Retention,2025-07-29
CA00637,Influencer Campaign 637,Loyalty App,Corporate,2023-06-02,2602.4,Retention,2023-06-14
CA00638,Loyalty App Campaign 638,Display,Corporate,2024-12-16,24063.9,Awareness,2024-12-30
CA00639,Social Campaign 639,Influencer,Student,2024-03-01,18892.62,Winback,2024-03-28
CA00640,Social Campaign 640,Search,Small Business,2023-12-19,11904.87,Conversion,2023-12-28
CA00641,Email Campaign 641,Social,Small Business,2024-12-18,6821.01,Retention,2025-01-23
CA00642,Flyer Campaign 642,Flyer,Premium,2024-04-03,2735.26,Retention,2024-05-05
CA00643,Search Campaign 643,Email,Corporate,2024-11-15,6567.64,Winback,2024-12-27
CA00644,Display Campaign 644,Social,Premium,2025-06-21,10072.37,Winback,2025-07-10
CA00645,Social Campaign 645,Loyalty App,Corporate,2025-03-02,3162.06,Retention,2025-04-06
CA00646,Loyalty App Campaign 646,Social,Premium,2024-04-08,3692.13,Conversion,2024-05-17
CA00647,Display Campaign 647,Loyalty App,Corporate,2023-12-17,8796.54,Awareness,2024-01-04
CA00648,Social Campaign 648,Search,Student,2024-05-23,6012.03,Awareness,2024-06-03
CA00649,Loyalty App Campaign 649,Influencer,Small Business,2024-06-08,11982.86,Conversion,2024-07-08
CA00650,Email Campaign 650,Flyer,Corporate,2024-03-29,8642.43,Awareness,2024-05-01
CA00651,Loyalty App Campaign 651,Email,Consumer,2023-09-16,3712.16,Retention,2023-10-12
CA00652,Loyalty App Campaign 652,Display,Corporate,2025-01-28,5104.3,Retention,2025-02-03
CA00653,Social Campaign 653,Social,Small Business,2025-11-15,2988.59,Conversion,2025-11-21
CA00654,Social Campaign 654,Display,Corporate,2023-10-16,7528.61,Winback,2023-11-27
CA00655,Loyalty App Campaign 655,Display,All Customers,2025-01-29,5537.8,Conversion,2025-02-09
CA00656,Influencer Campaign 656,Flyer,Premium,2023-02-06,2332.2,Winback,2023-02-17
CA00657,Loyalty App Campaign 657,Flyer,All Customers,2025-08-16,23082.31,Retention,2025-08-23
CA00658,Social Campaign 658,Flyer,Student,2025-07-14,7681.02,Retention,2025-07-25
CA00659,Social Campaign 659,Loyalty App,Premium,2023-08-09,921.54,Retention,2023-09-06
CA00660,Email Campaign 660,Influencer,Consumer,2025-03-31,4454.65,Winback,2025-04-19
CA00661,Flyer Campaign 661,Social,Student,2025-08-10,10424.1,Winback,2025-09-06
CA00662,Email Campaign 662,Social,Corporate,2024-01-29,6664.7,Winback,2024-03-06
CA00663,Email Campaign 663,Flyer,Student,2025-01-18,7345.25,Awareness,2025-02-06
CA00664,Display Campaign 664,Email,Small Business,2024-06-22,14300.3,Awareness,2024-07-16
CA00665,Search Campaign 665,Email,Small Business,2023-09-24,17224.48,Awareness,2023-10-07
CA00666,Influencer Campaign 666,Influencer,All Customers,2025-03-27,3918.86,Retention,2025-04-30
CA00667,Flyer Campaign 667,Flyer,All Customers,2024-12-05,3705.17,Winback,2025-01-16
CA00668,Loyalty App Campaign 668,Display,Small Business,2023-05-31,1715.92,Winback,2023-06-19
CA00669,Search Campaign 669,Display,All Customers,2025-07-30,5463.8,Retention,2025-08-14
CA00670,Social Campaign 670,Influencer,Small Business,2025-10-20,16977.27,Retention,2025-11-14
CA00671,Social Campaign 671,Email,Consumer,2023-04-03,4486.76,Winback,2023-04-22
CA00672,Flyer Campaign 672,Influencer,Corporate,2024-06-13,7280.19,Awareness,2024-07-03
CA00673,Social Campaign 673,Social,Consumer,2023-06-07,2394.82,Conversion,2023-06-17
CA00674,Social Campaign 674,Loyalty App,Corporate,2025-01-20,3825.96,Retention,2025-01-28
CA00675,Email Campaign 675,Influencer,Student,2025-10-02,1691.63,Awareness,2025-11-15
CA00676,Display Campaign 676,Social,All Customers,2024-07-28,4142.97,Awareness,2024-09-04
CA00677,Flyer Campaign 677,Influencer,All Customers,2023-11-11,7084.92,Retention,2023-11-24
CA00678,Social Campaign 678,Influencer,Small Business,2025-11-04,10445.97,Retention,2025-11-30
CA00679,Search Campaign 679,Social,Premium,2024-11-27,14310.03,Conversion,2025-01-07
CA00680,Search Campaign 680,Email,Premium,2023-05-01,5450.96,Awareness,2023-06-04
CA00681,Loyalty App Campaign 681,Display,Student,2023-07-19,2494.12,Awareness,2023-09-01
CA00682,Flyer Campaign 682,Social,Small Business,2024-05-26,5349.31,Retention,2024-07-04
CA00683,Flyer Campaign 683,Email,Consumer,2024-01-14,5356.06,Winback,2024-02-05
CA00684,Display Campaign 684,Display,Student,2025-03-04,9241.62,Retention,2025-04-10
CA00685,Search Campaign 685,Display,All Customers,2024-06-21,5709.71,Conversion,2024-06-28
CA00686,Search Campaign 686,Influencer,Corporate,2025-11-22,5203.34,Awareness,2025-11-30
CA00687,Influencer Campaign 687,Loyalty App,Premium,2025-08-11,4279.87,Winback,2025-09-03
CA00688,Loyalty App Campaign 688,Display,Consumer,2025-07-25,5900.24,Conversion,2025-08-12
CA00689,Email Campaign 689,Flyer,Consumer,2023-12-27,2493.17,Conversion,2024-01-03
CA00690,Loyalty App Campaign 690,Influencer,Corporate,2025-11-01,5779.17,Retention,2025-11-11
CA00691,Display Campaign 691,Loyalty App,Corporate,2023-10-17,2287.52,Retention,2023-10-22
CA00692,Influencer Campaign 692,Loyalty App,Premium,2024-07-18,3229.24,Awareness,2024-08-11
CA00693,Social Campaign 693,Search,Corporate,2023-12-10,5503.27,Winback,2024-01-19
CA00694,Email Campaign 694,Display,Small Business,2023-05-30,22034.4,Conversion,2023-06-24
CA00695,Email Campaign 695,Search,Student,2023-12-01,7960.11,Winback,2024-01-04
CA00696,Display Campaign 696,Email,Corporate,2024-12-07,14625.21,Awareness,2025-01-04
CA00697,Flyer Campaign 697,Loyalty App,Small Business,2025-09-14,3376.22,Retention,2025-10-07
CA00698,Email Campaign 698,Loyalty App,Small Business,2024-02-04,12552.51,Retention,2024-02-25
CA00699,Search Campaign 699,Influencer,Corporate,2024-03-11,7562.57,Awareness,2024-03-29
CA00700,Loyalty App Campaign 700,Display,Student,2023-10-30,4141.98,Winback,2023-11-29
CA00701,Flyer Campaign 701,Display,Premium,2023-08-25,6253.94,Winback,2023-09-10
CA00702,Social Campaign 702,Loyalty App,All Customers,2025-11-02,2877.8,Winback,2025-12-17
CA00703,Display Campaign 703,Loyalty App,Corporate,2025-07-09,5292.24,Awareness,2025-08-14
CA00704,Email Campaign 704,Influencer,Premium,2024-12-19,7514.38,Winback,2024-12-29
CA00705,Email Campaign 705,Email,Corporate,2025-09-16,8680.55,Conversion,2025-09-19
CA00706,Search Campaign 706,Display,All Customers,2023-06-20,9951.82,Conversion,2023-07-21
CA00707,Influencer Campaign 707,Search,Student,2025-08-30,20107.88,Retention,2025-10-07
CA00708,Social Campaign 708,Search,All Customers,2024-03-22,4758.78,Awareness,2024-04-11
CA00709,Influencer Campaign 709,Display,Premium,2023-07-18,9200.28,Winback,2023-08-14
CA00710,Display Campaign 710,Display,Consumer,2024-11-05,6112.34,Retention,2024-11-22
CA00711,Search Campaign 711,Email,Small Business,2024-12-31,14036.45,Winback,2025-01-16
CA00712,Display Campaign 712,Search,Consumer,2024-12-05,11045.74,Retention,2024-12-13
CA00713,Influencer Campaign 713,Influencer,Premium,2023-06-17,5131.61,Winback,2023-07-09
CA00714,Email Campaign 714,Flyer,Small Business,2025-03-08,6924.83,Winback,2025-03-23
CA00715,Email Campaign 715,Social,All Customers,2024-05-30,9818.58,Winback,2024-07-09
CA00716,Display Campaign 716,Flyer,Student,2023-10-15,4702.31,Retention,2023-11-18
CA00717,Email Campaign 717,Flyer,Corporate,2024-11-18,3641.97,Conversion,2024-11-26
CA00718,Social Campaign 718,Social,All Customers,2024-07-14,14114.23,Winback,2024-08-28
CA00719,Search Campaign 719,Email,Consumer,2024-04-10,7654.64,Winback,2024-05-15
CA00720,Influencer Campaign 720,Influencer,Premium,2023-07-30,3304.75,Retention,2023-09-05
CA00721,Email Campaign 721,Influencer,Premium,2025-03-14,4968.98,Winback,2025-03-23
CA00722,Email Campaign 722,Email,Small Business,2023-02-08,16802.76,Winback,2023-02-25
CA00723,Social Campaign 723,Email,Consumer,2025-01-09,23738.09,Awareness,2025-02-11
CA00724,Loyalty App Campaign 724,Search,Corporate,2025-06-16,18167.08,Conversion,2025-06-22
CA00725,Email Campaign 725,Loyalty App,Small Business,2023-07-26,6987.0,Awareness,2023-08-09
CA00726,Social Campaign 726,Flyer,Corporate,2024-10-20,4038.81,Retention,2024-11-22
CA00727,Influencer Campaign 727,Influencer,Student,2024-05-22,5685.03,Retention,2024-06-10
CA00728,Search Campaign 728,Social,Small Business,2025-03-05,1806.95,Winback,2025-04-09
CA00729,Influencer Campaign 729,Search,Premium,2024-08-28,4398.22,Conversion,2024-10-03
CA00730,Email Campaign 730,Email,Student,2023-06-09,7005.51,Awareness,2023-06-13
CA00731,Loyalty App Campaign 731,Display,Premium,2024-09-20,5067.1,Conversion,2024-10-19
CA00732,Flyer Campaign 732,Influencer,Consumer,2023-07-24,4071.1,Winback,2023-08-23
CA00733,Loyalty App Campaign 733,Flyer,Student,2025-09-17,3582.04,Winback,2025-10-12
CA00734,Display Campaign 734,Social,Corporate,2023-11-05,6221.08,Awareness,2023-12-07
CA00735,Search Campaign 735,Influencer,Premium,2023-03-21,3783.47,Winback,2023-03-29
CA00736,Influencer Campaign 736,Influencer,All Customers,2024-01-24,47565.43,Winback,2024-02-22
CA00737,Social Campaign 737,Display,Consumer,2024-11-01,26575.36,Conversion,2024-11-08
CA00738,Display Campaign 738,Display,Premium,2025-07-10,886.35,Awareness,2025-08-23
CA00739,Social Campaign 739,Email,Student,2023-02-09,4713.92,Winback,2023-02-24
CA00740,Search Campaign 740,Search,Small Business,2024-05-20,5505.87,Awareness,2024-07-02
CA00741,Email Campaign 741,Display,All Customers,2024-09-30,6391.53,Retention,2024-10-14
CA00742,Search Campaign 742,Search,All Customers,2023-04-18,1831.17,Awareness,2023-05-24
CA00743,Loyalty App Campaign 743,Loyalty App,Small Business,2023-09-17,13207.86,Conversion,2023-10-07
CA00744,Display Campaign 744,Search,Student,2025-10-07,9062.74,Awareness,2025-11-05
CA00745,Loyalty App Campaign 745,Influencer,Corporate,2023-08-31,3836.39,Awareness,2023-09-14
CA00746,Search Campaign 746,Influencer,Student,2025-10-09,6629.07,Retention,2025-10-31
CA00747,Influencer Campaign 747,Influencer,All Customers,2025-06-21,2339.76,Retention,2025-06-25
CA00748,Search Campaign 748,Flyer,Corporate,2024-04-28,4265.55,Winback,2024-05-19
CA00749,Loyalty App Campaign 749,Search,All Customers,2023-10-31,6372.01,Retention,2023-11-12
CA00750,Display Campaign 750,Search,Consumer,2024-03-11,7972.36,Winback,2024-03-24
CA00751,Social Campaign 751,Social,Student,2024-09-13,31556.18,Retention,2024-10-05
CA00752,Display Campaign 752,Social,All Customers,2023-09-03,9099.71,Awareness,2023-10-07
CA00753,Display Campaign 753,Flyer,Small Business,2025-01-19,3231.54,Awareness,2025-02-01
CA00754,Flyer Campaign 754,Email,Corporate,2025-10-01,794.75,Conversion,2025-10-10
CA00755,Display Campaign 755,Display,Student,2025-03-18,4622.04,Conversion,2025-03-29
CA00756,Flyer Campaign 756,Search,All Customers,2025-08-10,9846.05,Winback,2025-08-20
CA00757,Influencer Campaign 757,Social,Consumer,2024-01-26,10250.45,Conversion,2024-02-15
CA00758,Influencer Campaign 758,Social,Small Business,2024-07-08,8933.84,Awareness,2024-08-08
CA00759,Display Campaign 759,Flyer,Corporate,2025-07-07,9014.53,Awareness,2025-08-01
CA00760,Email Campaign 760,Display,Corporate,2023-02-23,4706.0,Conversion,2023-03-06
CA00761,Influencer Campaign 761,Email,Small Business,2023-04-10,1502.76,Retention,2023-04-23
CA00762,Email Campaign 762,Flyer,Premium,2025-04-03,2482.32,Winback,2025-05-18
CA00763,Flyer Campaign 763,Display,Premium,2023-06-28,22106.25,Winback,2023-08-04
CA00764,Search Campaign 764,Loyalty App,Consumer,2023-08-01,2542.66,Conversion,2023-09-12
CA00765,Loyalty App Campaign 765,Loyalty App,All Customers,2024-10-24,2237.91,Winback,2024-12-03
CA00766,Loyalty App Campaign 766,Search,Premium,2023-09-11,6617.07,Winback,2023-10-05
CA00767,Loyalty App Campaign 767,Email,Corporate,2024-02-22,20703.43,Conversion,2024-02-29
CA00768,Loyalty App Campaign 768,Social,Small Business,2025-01-16,4305.47,Awareness,2025-01-30
CA00769,Social Campaign 769,Social,Student,2024-07-06,1631.0,Winback,2024-07-10
CA00770,Email Campaign 770,Email,Corporate,2024-05-10,4207.8,Winback,2024-05-21
CA00771,Loyalty App Campaign 771,Search,Corporate,2025-06-24,3473.4,Awareness,2025-08-05
CA00772,Loyalty App Campaign 772,Search,Student,2023-05-13,3435.25,Retention,2023-06-14
CA00773,Flyer Campaign 773,Influencer,Student,2025-10-12,3014.85,Conversion,2025-11-12
CA00774,Display Campaign 774,Loyalty App,Corporate,2025-08-25,5254.3,Winback,2025-09-05
CA00775,Search Campaign 775,Influencer,All Customers,2025-05-04,3981.27,Winback,2025-05-16
CA00776,Loyalty App Campaign 776,Search,Small Business,2025-09-01,4868.94,Winback,2025-10-07
CA00777,Loyalty App Campaign 777,Social,All Customers,2023-08-23,9832.48,Conversion,2023-09-07
CA00778,Loyalty App Campaign 778,Email,Premium,2024-07-08,6306.33,Conversion,2024-07-31
CA00779,Influencer Campaign 779,Influencer,Consumer,2023-06-08,7561.59,Winback,2023-07-22
CA00780,Flyer Campaign 780,Influencer,Consumer,2025-05-01,848.93,Awareness,2025-05-20
CA00781,Flyer Campaign 781,Social,All Customers,2023-04-14,3617.88,Conversion,2023-05-11
CA00782,Display Campaign 782,Display,All Customers,2024-09-27,7272.18,Conversion,2024-10-19
CA00783,Loyalty App Campaign 783,Display,Consumer,2023-04-19,10887.55,Winback,2023-04-30
CA00784,Display Campaign 784,Email,Consumer,2025-05-26,57920.39,Winback,2025-06-05
CA00785,Flyer Campaign 785,Email,Consumer,2025-10-24,11247.31,Awareness,2025-12-06
CA00786,Email Campaign 786,Flyer,Consumer,2023-12-12,11503.69,Winback,2023-12-17
CA00787,Loyalty App Campaign 787,Search,Corporate,2025-11-18,5922.83,Awareness,2026-01-01
CA00788,Search Campaign 788,Flyer,All Customers,2023-12-15,3681.0,Conversion,2024-01-25
CA00789,Social Campaign 789,Search,Small Business,2025-08-16,15538.1,Conversion,2025-09-08
CA00790,Email Campaign 790,Search,Student,2025-04-14,3162.07,Retention,2025-05-28
CA00791,Influencer Campaign 791,Social,Small Business,2024-01-03,2244.58,Retention,2024-01-16
CA00792,Social Campaign 792,Display,Premium,2024-06-18,3989.49,Awareness,2024-08-01
CA00793,Social Campaign 793,Display,Corporate,2023-08-12,4971.21,Retention,2023-09-26
CA00794,Flyer Campaign 794,Email,Premium,2023-07-23,2762.64,Retention,2023-08-02
CA00795,Email Campaign 795,Loyalty App,All Customers,2025-05-10,3282.85,Awareness,2025-06-13
CA00796,Display Campaign 796,Influencer,All Customers,2023-03-13,5407.73,Winback,2023-04-18
CA00797,Email Campaign 797,Flyer,All Customers,2024-09-29,3375.39,Winback,2024-10-10
CA00798,Social Campaign 798,Search,Consumer,2024-06-21,5069.02,Retention,2024-07-20
CA00799,Social Campaign 799,Flyer,Corporate,2024-09-15,5041.68,Winback,2024-10-29
CA00800,Display Campaign 800,Flyer,Corporate,2025-01-04,3477.96,Retention,2025-01-24
CA00801,Loyalty App Campaign 801,Loyalty App,All Customers,2025-06-06,17131.24,Winback,2025-07-20
CA00802,Search Campaign 802,Social,All Customers,2024-03-14,43046.89,Awareness,2024-04-01
CA00803,Flyer Campaign 803,Flyer,Student,2023-07-06,9263.86,Retention,2023-07-19
CA00804,Search Campaign 804,Email,Premium,2024-08-23,6265.63,Winback,2024-09-15
CA00805,Loyalty App Campaign 805,Loyalty App,Corporate,2025-06-07,2088.81,Retention,2025-07-12
CA00806,Flyer Campaign 806,Social,Small Business,2025-06-07,4981.61,Winback,2025-06-22
CA00807,Loyalty App Campaign 807,Email,Student,2024-09-09,7815.12,Winback,2024-09-29
CA00808,Flyer Campaign 808,Email,Corporate,2024-09-02,5776.75,Awareness,2024-09-07
CA00809,Loyalty App Campaign 809,Influencer,Student,2023-04-26,6404.03,Winback,2023-05-03
CA00810,Social Campaign 810,Display,All Customers,2023-01-15,2441.67,Retention,2023-02-25
CA00811,Influencer Campaign 811,Loyalty App,All Customers,2025-07-20,12671.99,Conversion,2025-07-28
CA00812,Social Campaign 812,Influencer,Student,2023-06-12,5754.75,Winback,2023-07-27
CA00813,Search Campaign 813,Social,Consumer,2025-02-21,7232.33,Winback,2025-03-20
CA00814,Loyalty App Campaign 814,Flyer,Consumer,2023-11-26,8562.63,Awareness,2024-01-08
CA00815,Email Campaign 815,Flyer,Consumer,2024-03-07,4755.73,Conversion,2024-03-20
CA00816,Social Campaign 816,Flyer,Premium,2025-02-25,6450.45,Retention,2025-03-15
CA00817,Influencer Campaign 817,Social,Corporate,2024-11-23,8123.95,Conversion,2024-12-25
CA00818,Loyalty App Campaign 818,Email,Consumer,2024-08-22,6598.08,Awareness,2024-09-14
CA00819,Email Campaign 819,Display,Small Business,2023-04-18,10211.7,Conversion,2023-05-29
CA00820,Loyalty App Campaign 820,Flyer,Premium,2025-01-05,5819.48,Awareness,2025-01-21
CA00821,Display Campaign 821,Display,Corporate,2025-09-01,6098.07,Winback,2025-10-02
CA00822,Flyer Campaign 822,Influencer,Corporate,2025-09-13,6439.3,Conversion,2025-10-19
CA00823,Display Campaign 823,Loyalty App,Premium,2024-02-07,2057.13,Awareness,2024-03-20
CA00824,Loyalty App Campaign 824,Influencer,Student,2023-10-21,8338.42,Winback,2023-10-28
CA00825,Display Campaign 825,Social,Premium,2024-11-29,13392.98,Retention,2025-01-05
CA00826,Social Campaign 826,Email,Student,2025-09-18,4416.18,Winback,2025-10-03
CA00827,Influencer Campaign 827,Social,Corporate,2025-07-16,12272.91,Conversion,2025-08-25
CA00828,Email Campaign 828,Social,Corporate,2023-12-26,4035.55,Retention,2024-01-19
CA00829,Search Campaign 829,Influencer,Premium,2025-04-03,12001.24,Conversion,2025-04-17
CA00830,Flyer Campaign 830,Search,Corporate,2024-08-19,10864.06,Winback,2024-08-23
CA00831,Search Campaign 831,Loyalty App,All Customers,2024-09-04,5387.41,Awareness,2024-10-12
CA00832,Email Campaign 832,Search,Corporate,2023-09-24,5430.88,Conversion,2023-11-02
CA00833,Search Campaign 833,Flyer,Consumer,2023-06-25,8807.73,Winback,2023-07-25
CA00834,Flyer Campaign 834,Loyalty App,All Customers,2024-12-03,1132.88,Retention,2024-12-22
CA00835,Email Campaign 835,Display,Small Business,2023-01-14,6578.0,Conversion,2023-02-05
CA00836,Display Campaign 836,Social,All Customers,2024-11-30,4481.9,Retention,2024-12-15
CA00837,Display Campaign 837,Email,Corporate,2024-01-25,5589.85,Retention,2024-02-12
CA00838,Search Campaign 838,Social,Corporate,2023-01-20,4335.97,Winback,2023-01-25
CA00839,Email Campaign 839,Influencer,Small Business,2023-06-16,2772.47,Conversion,2023-07-15
CA00840,Search Campaign 840,Loyalty App,All Customers,2023-01-18,6350.52,Winback,2023-02-07
CA00841,Flyer Campaign 841,Search,Small Business,2023-06-10,3491.71,Winback,2023-07-08
CA00842,Email Campaign 842,Loyalty App,Consumer,2025-08-25,7644.41,Winback,2025-09-24
CA00843,Search Campaign 843,Flyer,Premium,2023-12-28,2489.55,Awareness,2024-01-11
CA00844,Email Campaign 844,Loyalty App,Corporate,2023-06-25,9737.04,Retention,2023-07-22
CA00845,Loyalty App Campaign 845,Flyer,Small Business,2024-09-06,8518.75,Conversion,2024-10-14
CA00846,Flyer Campaign 846,Social,Small Business,2023-05-24,8357.21,Retention,2023-06-23
CA00847,Influencer Campaign 847,Social,Consumer,2024-07-06,6469.72,Awareness,2024-08-13
CA00848,Loyalty App Campaign 848,Loyalty App,Corporate,2023-03-11,3235.04,Winback,2023-04-21
CA00849,Email Campaign 849,Flyer,All Customers,2024-02-15,4094.07,Winback,2024-03-09
CA00850,Influencer Campaign 850,Search,Premium,2025-08-12,1702.86,Awareness,2025-08-25
CA00851,Search Campaign 851,Email,Premium,2025-03-13,12713.86,Conversion,2025-04-16
CA00852,Loyalty App Campaign 852,Search,Corporate,2024-07-27,4259.4,Awareness,2024-07-30
CA00853,Display Campaign 853,Social,Corporate,2023-07-15,2707.44,Retention,2023-08-25
CA00854,Display Campaign 854,Email,Student,2024-07-14,12238.34,Winback,2024-08-21
CA00855,Social Campaign 855,Social,Premium,2024-06-25,6096.45,Retention,2024-07-29
CA00856,Loyalty App Campaign 856,Display,Consumer,2023-02-25,3575.8,Retention,2023-04-06
CA00857,Social Campaign 857,Influencer,Small Business,2023-01-13,2715.42,Conversion,2023-02-22
CA00858,Social Campaign 858,Loyalty App,Consumer,2025-10-12,3276.91,Retention,2025-11-07
CA00859,Email Campaign 859,Email,Small Business,2024-06-08,2749.85,Awareness,2024-06-24
CA00860,Loyalty App Campaign 860,Display,Corporate,2023-01-13,16032.61,Retention,2023-02-04
CA00861,Flyer Campaign 861,Email,Premium,2025-11-16,4200.04,Conversion,2025-12-09
CA00862,Email Campaign 862,Flyer,Premium,2024-05-11,8591.06,Awareness,2024-05-19
CA00863,Loyalty App Campaign 863,Flyer,Consumer,2023-05-10,16081.26,Winback,2023-05-15
CA00864,Loyalty App Campaign 864,Influencer,All Customers,2025-11-22,19291.19,Awareness,2025-11-30
CA00865,Loyalty App Campaign 865,Loyalty App,Corporate,2023-09-09,1592.66,Retention,2023-09-12
CA00866,Influencer Campaign 866,Display,Premium,2024-09-15,11520.83,Conversion,2024-10-13
CA00867,Flyer Campaign 867,Influencer,All Customers,2023-11-08,15621.87,Conversion,2023-12-11
CA00868,Search Campaign 868,Flyer,Corporate,2025-06-21,4666.71,Conversion,2025-07-24
CA00869,Flyer Campaign 869,Email,All Customers,2025-01-28,2435.8,Winback,2025-02-02
CA00870,Display Campaign 870,Flyer,Corporate,2025-01-11,3776.29,Conversion,2025-02-07
CA00871,Email Campaign 871,Social,All Customers,2025-09-24,8549.63,Conversion,2025-10-07
CA00872,Loyalty App Campaign 872,Flyer,Small Business,2024-07-19,10957.07,Winback,2024-08-07
CA00873,Loyalty App Campaign 873,Flyer,All Customers,2023-05-18,8720.9,Winback,2023-06-17
CA00874,Social Campaign 874,Social,Premium,2025-06-10,9208.61,Awareness,2025-07-17
CA00875,Influencer Campaign 875,Email,Premium,2023-09-16,15504.82,Winback,2023-10-23
CA00876,Loyalty App Campaign 876,Loyalty App,All Customers,2023-03-16,15181.25,Awareness,2023-04-14
CA00877,Social Campaign 877,Search,All Customers,2024-02-17,5179.95,Winback,2024-02-27
CA00878,Social Campaign 878,Influencer,Corporate,2024-04-23,6036.37,Retention,2024-05-02
CA00879,Search Campaign 879,Display,Small Business,2024-12-08,2535.8,Awareness,2025-01-03
CA00880,Display Campaign 880,Search,Corporate,2024-08-02,16351.6,Winback,2024-08-22
CA00881,Display Campaign 881,Flyer,Small Business,2024-04-05,4896.1,Winback,2024-04-09
CA00882,Social Campaign 882,Email,Consumer,2024-03-31,41727.04,Awareness,2024-04-10
CA00883,Email Campaign 883,Influencer,Small Business,2025-03-31,4938.02,Conversion,2025-05-12
