product_id,product_name,category,subcategory,supplier,unit_cost,list_price,product_tier,product_status
PR00658,Envelopes Item 658,Office Supplies,Envelopes,Supplier J,8.78,20.29,B,Active
PR00659,Writing Item 659,Office Supplies,Writing,Supplier F,7.9,14.64,C,Active
PR00660,Shelving Item 660,Furniture,Shelving,Supplier M,48.57,92.23,B,Discontinued
PR00661,Lighting Item 661,Home,Lighting,Supplier M,40.7,55.47,B,Active
PR00662,Bedding Item 662,Home,Bedding,Supplier M,25.31,48.3,C,Active
PR00663,Printers Item 663,Technology,Printers,Supplier P,172.74,276.93,B,Discontinued
PR00664,Envelopes Item 664,Office Supplies,Envelopes,Supplier M,3.35,7.32,B,Active
PR00665,Storage Item 665,Furniture,Storage,Supplier O,96.74,161.9,B,Discontinued
PR00666,Cleaning Item 666,Home,Cleaning,Supplier K,28.44,39.9,C,Active
PR00667,Smart Home Item 667,Technology,Smart Home,Supplier D,99.61,274.13,B,Active
PR00668,Men Item 668,Apparel,Men,Supplier N,48.92,119.72,A,Active
PR00669,Tables Item 669,Furniture,Tables,Supplier F,102.08,250.44,B,Active
PR00670,Tables Item 670,Furniture,Tables,Supplier R,63.32,85.28,B,Active
PR00671,Tables Item 671,Furniture,Tables,Supplier L,42.23,82.97,A,Active
PR00672,Laptops Item 672,Technology,Laptops,Supplier K,138.1,249.9,B,Active
PR00673,Accessories Item 673,Technology,Accessories,Supplier M,64.59,93.56,C,Active
PR00674,Decor Item 674,Home,Decor,Supplier J,8.24,13.29,A,Active
PR00675,Printers Item 675,Technology,Printers,Supplier J,479.07,803.48,B,Active
PR00676,Paper Item 676,Office Supplies,Paper,Supplier O,10.14,14.32,B,Active
PR00677,Desks Item 677,Furniture,Desks,Supplier G,38.94,74.1,A,Active
PR00678,Decor Item 678,Home,Decor,Supplier L,81.72,220.92,A,Active
PR00679,Women Item 679,Apparel,Women,Supplier L,15.01,40.2,C,Active
PR00680,Shelving Item 680,Furniture,Shelving,Supplier M,214.61,514.96,C,Discontinued
PR00681,Fresh Item 681,Grocery,Fresh,Supplier D,2.38,4.92,C,Active
PR00682,Cleaning Item 682,Home,Cleaning,Supplier C,36.23,81.66,A,Discontinued
PR00683,Chairs Item 683,Furniture,Chairs,Supplier J,42.6,105.57,B,Active
PR00684,Shelving Item 684,Furniture,Shelving,Supplier G,176.32,465.45,A,Active
PR00685,Beverages Item 685,Grocery,Beverages,Supplier R,13.43,26.05,C,Active
PR00686,Accessories Item 686,Apparel,Accessories,Supplier D,13.52,21.19,A,Active
PR00687,Frozen Item 687,Grocery,Frozen,Supplier E,10.14,18.99,B,Active
PR00688,Art Item 688,Office Supplies,Art,Supplier H,4.84,12.2,B,Active
PR00689,Tables Item 689,Furniture,Tables,Supplier N,65.0,154.06,A,Discontinued
PR00690,Envelopes Item 690,Office Supplies,Envelopes,Supplier H,3.47,4.62,B,Active
PR00691,Writing Item 691,Office Supplies,Writing,Supplier R,9.28,19.99,C,Active
PR00692,Smart Home Item 692,Technology,Smart Home,Supplier B,112.47,256.01,B,Active
PR00693,Women Item 693,Apparel,Women,Supplier O,26.44,62.3,A,Active
PR00694,Bedding Item 694,Home,Bedding,Supplier O,20.06,40.74,C,Active
PR00695,Kitchen Item 695,Home,Kitchen,Supplier Q,10.2,20.72,C,Active
PR00696,Monitors Item 696,Technology,Monitors,Supplier D,120.43,219.15,A,Active
PR00697,Laptops Item 697,Technology,Laptops,Supplier A,276.64,624.86,A,Discontinued
PR00698,Pantry Item 698,Grocery,Pantry,Supplier Q,1.93,3.99,B,Active
PR00699,Art Item 699,Office Supplies,Art,Supplier Q,3.57,4.92,C,Active
PR00700,Accessories Item 700,Technology,Accessories,Supplier P,140.61,251.34,B,Active
PR00701,Smart Home Item 701,Technology,Smart Home,Supplier N,60.44,97.69,A,Active
PR00702,Envelopes Item 702,Office Supplies,Envelopes,Supplier M,6.14,8.94,C,Active
PR00703,Kitchen Item 703,Home,Kitchen,Supplier M,29.17,47.39,C,Active
PR00704,Pantry Item 704,Grocery,Pantry,Supplier Q,2.14,3.73,B,Discontinued
PR00705,Lighting Item 705,Home,Lighting,Supplier M,22.17,60.73,A,Active
PR00706,Frozen Item 706,Grocery,Frozen,Supplier C,1.5,4.04,B,Discontinued
PR00707,Storage Item 707,Furniture,Storage,Supplier M,69.49,189.96,A,Active
PR00708,Women Item 708,Apparel,Women,Supplier G,25.75,59.94,A,Active
PR00709,Accessories Item 709,Technology,Accessories,Supplier Q,47.47,70.19,C,Active
PR00710,Lighting Item 710,Home,Lighting,Supplier I,14.07,31.07,B,Active
PR00711,Fresh Item 711,Grocery,Fresh,Supplier B,7.65,18.5,B,Active
PR00712,Smart Home Item 712,Technology,Smart Home,Supplier R,109.76,267.54,C,Active
PR00713,Decor Item 713,Home,Decor,Supplier O,77.67,199.68,B,Active
PR00714,Pantry Item 714,Grocery,Pantry,Supplier P,2.48,5.9,C,Active
PR00715,Writing Item 715,Office Supplies,Writing,Supplier M,15.6,32.02,C,Active
PR00716,Beverages Item 716,Grocery,Beverages,Supplier H,4.57,9.05,A,Active
PR00717,Shoes Item 717,Apparel,Shoes,Supplier R,10.5,21.38,C,Active
PR00718,Tablets Item 718,Technology,Tablets,Supplier Q,100.96,155.05,B,Discontinued
PR00719,Snacks Item 719,Grocery,Snacks,Supplier C,3.5,5.15,A,Active
PR00720,Paper Item 720,Office Supplies,Paper,Supplier K,3.59,8.65,C,Active
PR00721,Beverages Item 721,Grocery,Beverages,Supplier I,3.23,4.3,B,Active
PR00722,Cleaning Item 722,Home,Cleaning,Supplier C,39.05,109.02,B,Active
PR00723,Chairs Item 723,Furniture,Chairs,Supplier Q,84.76,166.59,C,Active
PR00724,Kitchen Item 724,Home,Kitchen,Supplier C,28.02,56.55,B,Active
PR00725,Envelopes Item 725,Office Supplies,Envelopes,Supplier F,8.5,14.13,A,Active
PR00726,Shelving Item 726,Furniture,Shelving,Supplier J,72.33,168.16,A,Active
PR00727,Printers Item 727,Technology,Printers,Supplier F,288.79,475.45,A,Active
PR00728,Accessories Item 728,Apparel,Accessories,Supplier G,23.49,29.53,A,Active
PR00729,Pantry Item 729,Grocery,Pantry,Supplier N,5.81,8.79,A,Active
PR00730,Bedding Item 730,Home,Bedding,Supplier C,68.94,133.11,B,Active
PR00731,Decor Item 731,Home,Decor,Supplier N,41.56,82.49,A,Active
PR00732,Monitors Item 732,Technology,Monitors,Supplier Q,182.8,328.88,B,Active
PR00733,Lighting Item 733,Home,Lighting,Supplier E,18.64,26.52,B,Active
PR00734,Beverages Item 734,Grocery,Beverages,Supplier E,5.81,14.15,A,Active
PR00735,Snacks Item 735,Grocery,Snacks,Supplier J,4.25,10.25,C,Active
PR00736,Men Item 736,Apparel,Men,Supplier O,26.95,49.89,C,Active
PR00737,Art Item 737,Office Supplies,Art,Supplier I,5.01,8.24,A,Active
PR00738,Beverages Item 738,Grocery,Beverages,Supplier A,7.02,11.23,C,Discontinued
PR00739,Fresh Item 739,Grocery,Fresh,Supplier O,1.14,2.82,A,Active
PR00740,Men Item 740,Apparel,Men,Supplier J,20.73,55.6,A,Active
PR00741,Men Item 741,Apparel,Men,Supplier L,16.29,27.89,A,Active
PR00742,Lighting Item 742,Home,Lighting,Supplier O,29.38,47.09,A,Active
PR00743,Monitors Item 743,Technology,Monitors,Supplier P,157.29,232.52,B,Active
PR00744,Lighting Item 744,Home,Lighting,Supplier L,90.24,173.98,C,Active
PR00745,Shoes Item 745,Apparel,Shoes,Supplier K,18.33,41.1,A,Active
PR00746,Binders Item 746,Office Supplies,Binders,Supplier I,6.24,15.04,B,Active
PR00747,Fresh Item 747,Grocery,Fresh,Supplier P,4.5,11.58,C,Active
PR00748,Laptops Item 748,Technology,Laptops,Supplier J,179.51,463.92,C,Active
PR00749,Desks Item 749,Furniture,Desks,Supplier Q,145.01,262.57,A,Discontinued
PR00750,Lighting Item 750,Home,Lighting,Supplier Q,21.99,29.4,A,Active
PR00751,Monitors Item 751,Technology,Monitors,Supplier N,133.54,200.07,C,Active
PR00752,Envelopes Item 752,Office Supplies,Envelopes,Supplier E,24.84,33.56,A,Active
PR00753,Monitors Item 753,Technology,Monitors,Supplier O,192.08,274.1,A,Active
PR00754,Paper Item 754,Office Supplies,Paper,Supplier J,3.18,6.56,B,Active
PR00755,Labels Item 755,Office Supplies,Labels,Supplier I,4.72,11.24,B,Active
PR00756,Storage Item 756,Furniture,Storage,Supplier L,95.13,250.75,C,Active
PR00757,Paper Item 757,Office Supplies,Paper,Supplier G,3.66,8.93,A,Active
PR00758,Pantry Item 758,Grocery,Pantry,Supplier L,3.28,6.37,C,Active
PR00759,Printers Item 759,Technology,Printers,Supplier H,110.53,264.52,B,Active
PR00760,Beverages Item 760,Grocery,Beverages,Supplier F,1.49,2.0,B,Active
PR00761,Accessories Item 761,Technology,Accessories,Supplier O,212.5,320.91,B,Active
PR00762,Bedding Item 762,Home,Bedding,Supplier D,19.7,33.51,A,Active
PR00763,Paper Item 763,Office Supplies,Paper,Supplier B,7.83,9.93,A,Active
PR00764,Women Item 764,Apparel,Women,Supplier B,14.63,38.71,C,Active
PR00765,Pantry Item 765,Grocery,Pantry,Supplier J,1.42,3.57,B,Active
PR00766,Labels Item 766,Office Supplies,Labels,Supplier Q,10.01,24.12,C,Active
PR00767,Writing Item 767,Office Supplies,Writing,Supplier B,3.98,5.7,A,Active
PR00768,Beverages Item 768,Grocery,Beverages,Supplier Q,9.59,20.27,C,Discontinued
PR00769,Kitchen Item 769,Home,Kitchen,Supplier G,33.75,47.12,A,Active
PR00770,Kids Item 770,Apparel,Kids,Supplier K,9.54,26.42,B,Active
PR00771,Accessories Item 771,Apparel,Accessories,Supplier D,4.53,9.6,B,Active
PR00772,Writing Item 772,Office Supplies,Writing,Supplier F,7.47,10.93,B,Discontinued
PR00773,Bedding Item 773,Home,Bedding,Supplier O,40.88,61.28,A,Active
PR00774,Shoes Item 774,Apparel,Shoes,Supplier A,17.41,35.9,A,Active
PR00775,Tablets Item 775,Technology,Tablets,Supplier L,164.47,274.48,C,Active
PR00776,Binders Item 776,Office Supplies,Binders,Supplier M,6.3,8.07,C,Active
PR00777,Tables Item 777,Furniture,Tables,Supplier B,45.37,69.06,B,Active
PR00778,Kitchen Item 778,Home,Kitchen,Supplier I,28.21,78.92,A,Active
PR00779,Writing Item 779,Office Supplies,Writing,Supplier B,7.93,15.67,A,Discontinued
PR00780,Beverages Item 780,Grocery,Beverages,Supplier J,5.01,11.76,A,Active
PR00781,Tablets Item 781,Technology,Tablets,Supplier L,211.03,430.43,A,Active
PR00782,Kids Item 782,Apparel,Kids,Supplier M,27.83,67.82,C,Active
PR00783,Accessories Item 783,Apparel,Accessories,Supplier D,27.99,61.7,A,Active
PR00784,Shelving Item 784,Furniture,Shelving,Supplier C,228.7,470.57,A,Active
PR00785,Bedding Item 785,Home,Bedding,Supplier A,37.95,93.79,C,Active
PR00786,Paper Item 786,Office Supplies,Paper,Supplier E,9.1,18.9,B,Active
PR00787,Binders Item 787,Office Supplies,Binders,Supplier P,6.91,14.5,A,Active
PR00788,Art Item 788,Office Supplies,Art,Supplier A,15.27,25.38,A,Active
PR00789,Labels Item 789,Office Supplies,Labels,Supplier N,6.16,11.65,C,Active
PR00790,Bedding Item 790,Home,Bedding,Supplier H,28.44,39.11,C,Active
PR00791,Women Item 791,Apparel,Women,Supplier E,32.52,84.5,B,Active
PR00792,Beverages Item 792,Grocery,Beverages,Supplier A,4.49,10.45,B,Active
PR00793,Kids Item 793,Apparel,Kids,Supplier K,26.97,66.34,A,Active
PR00794,Accessories Item 794,Apparel,Accessories,Supplier J,7.69,12.05,A,Active
PR00795,Cleaning Item 795,Home,Cleaning,Supplier R,24.16,54.69,B,Active
PR00796,Laptops Item 796,Technology,Laptops,Supplier J,126.56,232.88,B,Active
PR00797,Beverages Item 797,Grocery,Beverages,Supplier P,2.64,3.32,A,Active
PR00798,Laptops Item 798,Technology,Laptops,Supplier O,131.57,167.61,C,Active
PR00799,Fresh Item 799,Grocery,Fresh,Supplier A,5.77,11.15,A,Active
PR00800,Art Item 800,Office Supplies,Art,Supplier N,5.58,9.7,B,Active
PR00801,Lighting Item 801,Home,Lighting,Supplier D,10.32,16.16,A,Active
PR00802,Kitchen Item 802,Home,Kitchen,Supplier R,16.23,23.06,C,Active
PR00803,Men Item 803,Apparel,Men,Supplier H,17.47,33.03,A,Active
PR00804,Pantry Item 804,Grocery,Pantry,Supplier Q,4.01,5.79,A,Active
PR00805,Women Item 805,Apparel,Women,Supplier G,11.11,25.61,C,Active
PR00806,Women Item 806,Apparel,Women,Supplier G,13.36,17.99,B,Active
PR00807,Desks Item 807,Furniture,Desks,Supplier A,48.91,100.55,A,Discontinued
PR00808,Cleaning Item 808,Home,Cleaning,Supplier N,63.96,174.21,C,Active
PR00809,Decor Item 809,Home,Decor,Supplier L,23.31,60.11,B,Active
PR00810,Accessories Item 810,Apparel,Accessories,Supplier D,19.14,29.74,C,Active
PR00811,Lighting Item 811,Home,Lighting,Supplier R,10.26,24.28,B,Active
PR00812,Women Item 812,Apparel,Women,Supplier F,10.75,19.96,A,Active
PR00813,Women Item 813,Apparel,Women,Supplier O,17.33,33.68,B,Active
PR00814,Men Item 814,Apparel,Men,Supplier M,12.81,29.91,B,Active
PR00815,Tablets Item 815,Technology,Tablets,Supplier O,98.82,169.11,B,Active
PR00816,Paper Item 816,Office Supplies,Paper,Supplier H,2.93,8.16,B,Active
PR00817,Tablets Item 817,Technology,Tablets,Supplier C,70.93,107.69,A,Active
PR00818,Paper Item 818,Office Supplies,Paper,Supplier H,2.91,5.62,C,Active
PR00819,Cleaning Item 819,Home,Cleaning,Supplier H,33.1,48.4,C,Active
PR00820,Lighting Item 820,Home,Lighting,Supplier I,38.06,88.13,C,Active
PR00821,Fresh Item 821,Grocery,Fresh,Supplier J,1.88,3.25,C,Active
PR00822,Decor Item 822,Home,Decor,Supplier A,15.63,22.2,A,Active
PR00823,Art Item 823,Office Supplies,Art,Supplier A,5.06,9.85,C,Active
PR00824,Pantry Item 824,Grocery,Pantry,Supplier F,3.51,5.83,C,Active
PR00825,Paper Item 825,Office Supplies,Paper,Supplier G,8.22,10.44,B,Active
PR00826,Art Item 826,Office Supplies,Art,Supplier Q,8.77,23.85,A,Active
PR00827,Monitors Item 827,Technology,Monitors,Supplier L,136.35,188.51,A,Active
PR00828,Writing Item 828,Office Supplies,Writing,Supplier B,6.42,8.77,C,Active
PR00829,Labels Item 829,Office Supplies,Labels,Supplier L,11.92,20.91,C,Discontinued
PR00830,Frozen Item 830,Grocery,Frozen,Supplier I,5.63,8.03,B,Active
PR00831,Tables Item 831,Furniture,Tables,Supplier M,48.8,77.54,A,Active
PR00832,Paper Item 832,Office Supplies,Paper,Supplier R,8.36,11.3,A,Active
PR00833,Decor Item 833,Home,Decor,Supplier P,15.27,29.83,A,Active
PR00834,Women Item 834,Apparel,Women,Supplier H,6.41,12.56,A,Active
PR00835,Chairs Item 835,Furniture,Chairs,Supplier B,126.41,281.91,A,Active
PR00836,Storage Item 836,Furniture,Storage,Supplier P,137.41,178.31,C,Active
PR00837,Accessories Item 837,Apparel,Accessories,Supplier C,20.55,49.07,B,Active
PR00838,Monitors Item 838,Technology,Monitors,Supplier J,85.32,157.88,A,Active
PR00839,Accessories Item 839,Technology,Accessories,Supplier N,106.91,219.3,A,Active
PR00840,Tablets Item 840,Technology,Tablets,Supplier G,184.51,403.16,C,Active
PR00841,Decor Item 841,Home,Decor,Supplier M,32.66,58.55,A,Active
PR00842,Writing Item 842,Office Supplies,Writing,Supplier K,4.45,5.83,A,Discontinued
PR00843,Binders Item 843,Office Supplies,Binders,Supplier G,8.47,19.42,B,Active
PR00844,Envelopes Item 844,Office Supplies,Envelopes,Supplier H,7.29,14.63,B,Active
PR00845,Desks Item 845,Furniture,Desks,Supplier F,173.43,320.14,C,Active
PR00846,Kids Item 846,Apparel,Kids,Supplier Q,7.99,10.97,B,Active
PR00847,Smart Home Item 847,Technology,Smart Home,Supplier L,413.2,1036.5,B,Active
PR00848,Decor Item 848,Home,Decor,Supplier L,18.43,32.42,A,Active
PR00849,Accessories Item 849,Apparel,Accessories,Supplier J,11.96,24.18,C,Active
PR00850,Tablets Item 850,Technology,Tablets,Supplier M,54.04,119.16,B,Active
PR00851,Smart Home Item 851,Technology,Smart Home,Supplier E,137.17,382.47,B,Active
PR00852,Lighting Item 852,Home,Lighting,Supplier C,27.15,62.63,C,Active
PR00853,Decor Item 853,Home,Decor,Supplier D,33.2,68.35,A,Active
PR00854,Snacks Item 854,Grocery,Snacks,Supplier G,3.45,9.59,A,Active
PR00855,Cleaning Item 855,Home,Cleaning,Supplier O,51.83,82.12,A,Active
PR00856,Envelopes Item 856,Office Supplies,Envelopes,Supplier R,12.24,22.72,A,Active
PR00857,Laptops Item 857,Technology,Laptops,Supplier H,141.59,392.06,B,Active
PR00858,Lighting Item 858,Home,Lighting,Supplier F,20.6,39.29,A,Active
PR00859,Lighting Item 859,Home,Lighting,Supplier C,17.0,41.08,C,Active
PR00860,Art Item 860,Office Supplies,Art,Supplier N,5.09,6.57,A,Active
PR00861,Chairs Item 861,Furniture,Chairs,Supplier E,299.83,673.73,B,Active
PR00862,Envelopes Item 862,Office Supplies,Envelopes,Supplier A,2.4,4.94,C,Active
PR00863,Binders Item 863,Office Supplies,Binders,Supplier Q,4.01,7.6,A,Active
PR00864,Laptops Item 864,Technology,Laptops,Supplier Q,71.13,92.93,B,Active
PR00865,Printers Item 865,Technology,Printers,Supplier H,85.15,219.82,C,Active
PR00866,Printers Item 866,Technology,Printers,Supplier N,151.7,349.49,A,Active
PR00867,Chairs Item 867,Furniture,Chairs,Supplier A,137.26,300.94,C,Active
PR00868,Art Item 868,Office Supplies,Art,Supplier O,5.03,6.64,C,Active
PR00869,Tablets Item 869,Technology,Tablets,Supplier O,82.05,223.34,A,Active
PR00870,Accessories Item 870,Technology,Accessories,Supplier E,95.36,203.11,C,Active
PR00871,Snacks Item 871,Grocery,Snacks,Supplier D,2.03,4.88,A,Active
PR00872,Tablets Item 872,Technology,Tablets,Supplier A,125.21,297.38,A,Active
PR00873,Labels Item 873,Office Supplies,Labels,Supplier D,9.26,14.99,B,Active
PR00874,Laptops Item 874,Technology,Laptops,Supplier O,88.86,208.2,B,Active
PR00875,Women Item 875,Apparel,Women,Supplier E,27.69,72.63,C,Active
PR00876,Kitchen Item 876,Home,Kitchen,Supplier G,25.18,42.89,A,Active
PR00877,Smart Home Item 877,Technology,Smart Home,Supplier Q,126.88,276.12,A,Active
PR00878,Art Item 878,Office Supplies,Art,Supplier O,5.3,13.81,A,Active
PR00879,Labels Item 879,Office Supplies,Labels,Supplier E,6.84,9.96,C,Active
PR00880,Cleaning Item 880,Home,Cleaning,Supplier O,15.05,39.19,A,Active
PR00881,Frozen Item 881,Grocery,Frozen,Supplier K,7.06,9.88,A,Discontinued
PR00882,Beverages Item 882,Grocery,Beverages,Supplier D,3.15,6.02,B,Active
PR00883,Shoes Item 883,Apparel,Shoes,Supplier N,17.63,38.17,A,Active
PR00884,Binders Item 884,Office Supplies,Binders,Supplier N,8.65,10.93,C,Discontinued
PR00885,Men Item 885,Apparel,Men,Supplier O,26.17,59.17,C,Active
PR00886,Envelopes Item 886,Office Supplies,Envelopes,Supplier M,10.96,17.9,C,Active
PR00887,Fresh Item 887,Grocery,Fresh,Supplier G,8.78,18.4,A,Active
PR00888,Bedding Item 888,Home,Bedding,Supplier K,35.27,56.86,C,Active
PR00889,Tablets Item 889,Technology,Tablets,Supplier C,89.58,122.67,A,Active
PR00890,Accessories Item 890,Technology,Accessories,Supplier G,78.68,101.13,A,Active
PR00891,Storage Item 891,Furniture,Storage,Supplier D,201.31,465.33,C,Active
PR00892,Decor Item 892,Home,Decor,Supplier I,26.18,35.62,C,Active
PR00893,Fresh Item 893,Grocery,Fresh,Supplier Q,4.28,6.45,B,Active
PR00894,Accessories Item 894,Apparel,Accessories,Supplier O,8.51,21.53,C,Active
PR00895,Laptops Item 895,Technology,Laptops,Supplier R,205.69,469.65,C,Active
PR00896,Printers Item 896,Technology,Printers,Supplier F,91.45,194.48,A,Active
PR00897,Shelving Item 897,Furniture,Shelving,Supplier P,96.54,171.37,C,Active
PR00898,Pantry Item 898,Grocery,Pantry,Supplier B,2.92,6.02,B,Active
PR00899,Printers Item 899,Technology,Printers,Supplier Q,198.4,456.11,A,Active
PR00900,Labels Item 900,Office Supplies,Labels,Supplier Q,6.19,12.86,A,Active
PR00901,Chairs Item 901,Furniture,Chairs,Supplier N,27.91,53.94,A,Active
PR00902,Art Item 902,Office Supplies,Art,Supplier M,5.06,7.22,A,Discontinued
PR00903,Accessories Item 903,Apparel,Accessories,Supplier P,36.44,86.05,C,Active
PR00904,Pantry Item 904,Grocery,Pantry,Supplier C,2.84,3.61,B,Discontinued
PR00905,Monitors Item 905,Technology,Monitors,Supplier M,49.44,95.99,A,Active
PR00906,Frozen Item 906,Grocery,Frozen,Supplier A,5.76,15.07,C,Active
PR00907,Envelopes Item 907,Office Supplies,Envelopes,Supplier H,19.53,30.93,C,Active
PR00908,Storage Item 908,Furniture,Storage,Supplier C,63.53,102.16,A,Active
PR00909,Frozen Item 909,Grocery,Frozen,Supplier R,3.22,6.27,A,Active
PR00910,Printers Item 910,Technology,Printers,Supplier E,167.0,264.94,B,Active
PR00911,Men Item 911,Apparel,Men,Supplier H,13.55,31.85,B,Active
PR00912,Shelving Item 912,Furniture,Shelving,Supplier H,120.57,315.52,C,Active
PR00913,Kitchen Item 913,Home,Kitchen,Supplier I,27.57,73.25,C,Active
PR00914,Chairs Item 914,Furniture,Chairs,Supplier J,99.28,240.31,A,Active
PR00915,Fresh Item 915,Grocery,Fresh,Supplier A,8.99,18.06,B,Active
PR00916,Kitchen Item 916,Home,Kitchen,Supplier R,24.86,56.07,B,Active
PR00917,Tablets Item 917,Technology,Tablets,Supplier M,69.52,106.79,B,Active
PR00918,Lighting Item 918,Home,Lighting,Supplier B,39.99,84.66,B,Active
PR00919,Chairs Item 919,Furniture,Chairs,Supplier I,64.91,85.96,C,Active
PR00920,Paper Item 920,Office Supplies,Paper,Supplier B,9.83,18.65,A,Discontinued
PR00921,Beverages Item 921,Grocery,Beverages,Supplier M,2.73,5.62,A,Active
PR00922,Frozen Item 922,Grocery,Frozen,Supplier G,5.9,12.05,C,Active
PR00923,Bedding Item 923,Home,Bedding,Supplier G,27.24,64.25,A,Discontinued
PR00924,Pantry Item 924,Grocery,Pantry,Supplier I,3.94,8.99,B,Active
PR00925,Binders Item 925,Office Supplies,Binders,Supplier N,5.71,10.11,A,Discontinued
PR00926,Shelving Item 926,Furniture,Shelving,Supplier M,85.56,178.73,B,Active
PR00927,Decor Item 927,Home,Decor,Supplier P,29.33,46.27,C,Active
PR00928,Tables Item 928,Furniture,Tables,Supplier Q,150.46,222.64,B,Discontinued
PR00929,Chairs Item 929,Furniture,Chairs,Supplier B,117.81,316.89,C,Active
PR00930,Men Item 930,Apparel,Men,Supplier P,20.83,42.71,B,Active
PR00931,Storage Item 931,Furniture,Storage,Supplier H,89.28,125.56,B,Active
PR00932,Pantry Item 932,Grocery,Pantry,Supplier I,2.83,5.07,C,Active
PR00933,Laptops Item 933,Technology,Laptops,Supplier M,45.57,97.52,A,Active
PR00934,Shelving Item 934,Furniture,Shelving,Supplier G,25.57,48.67,B,Discontinued
PR00935,Envelopes Item 935,Office Supplies,Envelopes,Supplier G,10.5,16.48,A,Active
PR00936,Monitors Item 936,Technology,Monitors,Supplier Q,49.26,63.85,B,Active
PR00937,Writing Item 937,Office Supplies,Writing,Supplier D,3.45,7.04,A,Discontinued
PR00938,Kitchen Item 938,Home,Kitchen,Supplier C,40.56,94.6,B,Discontinued
PR00939,Fresh Item 939,Grocery,Fresh,Supplier P,8.26,17.75,A,Active
PR00940,Art Item 940,Office Supplies,Art,Supplier G,2.9,5.51,A,Active
PR00941,Bedding Item 941,Home,Bedding,Supplier L,38.14,99.74,B,Active
PR00942,Storage Item 942,Furniture,Storage,Supplier I,68.35,129.12,A,Active
PR00943,Binders Item 943,Office Supplies,Binders,Supplier R,2.55,5.22,A,Active
PR00944,Kids Item 944,Apparel,Kids,Supplier F,13.92,28.64,C,Discontinued
PR00945,Monitors Item 945,Technology,Monitors,Supplier Q,70.99,187.35,C,Active
PR00946,Smart Home Item 946,Technology,Smart Home,Supplier M,47.41,97.72,C,Discontinued
PR00947,Tables Item 947,Furniture,Tables,Supplier D,101.26,195.19,C,Active
PR00948,Shelving Item 948,Furniture,Shelving,Supplier G,98.29,145.47,A,Active
PR00949,Monitors Item 949,Technology,Monitors,Supplier G,258.79,534.4,B,Active
PR00950,Frozen Item 950,Grocery,Frozen,Supplier E,4.96,7.13,C,Active
PR00951,Envelopes Item 951,Office Supplies,Envelopes,Supplier P,4.21,8.98,C,Active
PR00952,Tables Item 952,Furniture,Tables,Supplier H,35.04,68.09,B,Active
PR00953,Pantry Item 953,Grocery,Pantry,Supplier H,5.56,7.49,C,Active
PR00954,Tables Item 954,Furniture,Tables,Supplier O,48.78,108.63,B,Active
PR00955,Smart Home Item 955,Technology,Smart Home,Supplier A,187.28,473.91,A,Active
PR00956,Lighting Item 956,Home,Lighting,Supplier N,50.4,115.67,B,Active
PR00957,Men Item 957,Apparel,Men,Supplier J,38.21,62.24,C,Active
PR00958,Kids Item 958,Apparel,Kids,Supplier I,24.0,45.22,A,Active
PR00959,Lighting Item 959,Home,Lighting,Supplier M,29.81,38.7,B,Active
PR00960,Snacks Item 960,Grocery,Snacks,Supplier I,3.18,4.23,A,Active
PR00961,Laptops Item 961,Technology,Laptops,Supplier O,83.35,178.5,C,Active
PR00962,Laptops Item 962,Technology,Laptops,Supplier E,365.88,510.04,A,Discontinued
PR00963,Lighting Item 963,Home,Lighting,Supplier H,20.86,58.14,C,Active
PR00964,Writing Item 964,Office Supplies,Writing,Supplier R,17.73,30.53,C,Discontinued
PR00965,Smart Home Item 965,Technology,Smart Home,Supplier P,139.36,245.46,C,Active
PR00966,Envelopes Item 966,Office Supplies,Envelopes,Supplier J,7.05,16.67,B,Active
PR00967,Kitchen Item 967,Home,Kitchen,Supplier L,41.02,52.97,B,Active
PR00968,Bedding Item 968,Home,Bedding,Supplier G,21.71,55.47,B,Active
PR00969,Tablets Item 969,Technology,Tablets,Supplier O,45.63,74.9,C,Active
PR00970,Accessories Item 970,Technology,Accessories,Supplier G,88.36,189.59,B,Active
PR00971,Monitors Item 971,Technology,Monitors,Supplier D,146.71,331.61,C,Active
PR00972,Tables Item 972,Furniture,Tables,Supplier L,77.94,175.68,B,Active
PR00973,Decor Item 973,Home,Decor,Supplier A,12.63,31.81,C,Active
PR00974,Envelopes Item 974,Office Supplies,Envelopes,Supplier G,3.84,9.02,A,Discontinued
PR00975,Printers Item 975,Technology,Printers,Supplier I,160.56,340.57,A,Active
PR00976,Envelopes Item 976,Office Supplies,Envelopes,Supplier J,3.72,6.53,A,Active
PR00977,Smart Home Item 977,Technology,Smart Home,Supplier O,101.92,154.56,C,Active
PR00978,Art Item 978,Office Supplies,Art,Supplier J,17.72,47.91,C,Active
PR00979,Monitors Item 979,Technology,Monitors,Supplier D,160.25,444.23,B,Active
PR00980,Accessories Item 980,Apparel,Accessories,Supplier C,19.01,33.49,A,Active
PR00981,Writing Item 981,Office Supplies,Writing,Supplier G,9.86,25.61,C,Active
PR00982,Accessories Item 982,Technology,Accessories,Supplier L,131.9,361.15,B,Active
PR00983,Accessories Item 983,Technology,Accessories,Supplier D,131.52,166.23,C,Active
PR00984,Storage Item 984,Furniture,Storage,Supplier C,75.31,107.04,A,Active
PR00985,Kids Item 985,Apparel,Kids,Supplier H,8.14,20.29,B,Active
