return_id,order_id,order_line_id,return_date,return_reason,refund_amount,resolution
RE0008245,OR0019472,OL000045451,2025-05-30,Price Match,433.48,Exchange
RE0008246,OR0049466,OL000115189,2025-04-26,Changed Mind,746.03,Refunded
RE0008247,OR0054475,OL000127089,2025-04-19,Damaged,87.65,Refunded
RE0008248,OR0038743,OL000090229,2024-02-11,Duplicate Order,48.48,Refunded
RE0008249,OR0090819,OL000211890,2024-05-07,Quality Issue,364.37,Exchange
RE0008250,OR0103593,OL000241695,2026-01-09,Changed Mind,14.71,Refunded
RE0008251,OR0067088,OL000156693,2023-11-07,Wrong Item,130.27,Refunded
RE0008252,OR0001226,OL000002914,2023-06-28,Damaged,575.62,Refunded
RE0008253,OR0083035,OL000193523,2023-08-26,Damaged,914.02,Refunded
RE0008254,OR0089240,OL000208119,2025-12-21,Duplicate Order,13.64,Refunded
RE0008255,OR0122923,OL000286642,2025-08-17,Duplicate Order,211.26,Exchange
RE0008256,OR0047674,OL000111003,2026-01-18,Quality Issue,3.18,Refunded
RE0008257,OR0059676,OL000139330,2025-02-27,Quality Issue,79.91,Refunded
RE0008258,OR0003239,OL000007604,2023-05-18,Damaged,4.98,Exchange
RE0008259,OR0092760,OL000216423,2025-03-12,Duplicate Order,89.38,Store Credit
RE0008260,OR0051086,OL000119060,2024-01-04,Late Delivery,18.52,Refunded
RE0008261,OR0082025,OL000191231,2025-06-30,Price Match,30.73,Refunded
RE0008262,OR0041581,OL000096875,2023-07-27,Quality Issue,231.53,Refunded
RE0008263,OR0037451,OL000087201,2024-03-12,Price Match,322.72,Refunded
RE0008264,OR0089532,OL000208790,2025-04-09,Duplicate Order,9.98,Refunded
RE0008265,OR0087698,OL000204519,2025-08-23,Wrong Item,81.32,Refunded
RE0008266,OR0013723,OL000032190,2024-07-13,Quality Issue,12.2,Exchange
RE0008267,OR0084715,OL000197498,2025-06-19,Late Delivery,176.39,Exchange
RE0008268,OR0080747,OL000188200,2024-06-12,Duplicate Order,168.06,Refunded
RE0008269,OR0069947,OL000163327,2025-09-24,Duplicate Order,4.09,Refunded
RE0008270,OR0126868,OL000295880,2024-02-10,Quality Issue,14.18,Refunded
RE0008271,OR0071873,OL000167730,2026-02-04,Wrong Item,8.92,Store Credit
RE0008272,OR0119498,OL000278597,2023-10-13,Duplicate Order,229.2,Exchange
RE0008273,OR0062929,OL000146881,2024-09-20,Quality Issue,203.62,Refunded
RE0008274,OR0001046,OL000002504,2025-02-06,Damaged,6.82,Refunded
RE0008275,OR0111061,OL000259080,2025-08-14,Late Delivery,6.0,Exchange
RE0008276,OR0120624,OL000281207,2025-08-19,Changed Mind,75.14,Store Credit
RE0008277,OR0110265,OL000257254,2025-06-11,Late Delivery,202.95,Refunded
RE0008278,OR0038568,OL000089863,2025-08-11,Price Match,19.65,Exchange
RE0008279,OR0010066,OL000023670,2023-06-04,Price Match,75.66,Refunded
RE0008280,OR0041743,OL000097249,2023-06-23,Late Delivery,33.1,Exchange
RE0008281,OR0107697,OL000251347,2025-12-15,Damaged,181.15,Refunded
RE0008282,OR0040796,OL000095016,2025-06-11,Changed Mind,21.53,Refunded
RE0008283,OR0042597,OL000099194,2024-03-28,Changed Mind,443.7,Store Credit
RE0008284,OR0038207,OL000088999,2024-02-07,Damaged,38.99,Refunded
RE0008285,OR0114214,OL000266443,2023-10-05,Changed Mind,2.44,Exchange
RE0008286,OR0016997,OL000039696,2023-06-19,Late Delivery,90.44,Exchange
RE0008287,OR0121656,OL000283704,2024-12-03,Price Match,22.78,Refunded
RE0008288,OR0037397,OL000087080,2025-03-26,Changed Mind,394.56,Exchange
RE0008289,OR0110314,OL000257372,2025-01-17,Changed Mind,21.7,Refunded
RE0008290,OR0095350,OL000222462,2024-07-11,Changed Mind,4.37,Refunded
RE0008291,OR0024792,OL000057852,2024-06-13,Price Match,8.52,Refunded
RE0008292,OR0106125,OL000247696,2024-09-22,Late Delivery,55.59,Exchange
RE0008293,OR0035987,OL000083832,2023-09-27,Changed Mind,173.96,Store Credit
RE0008294,OR0091747,OL000214038,2023-11-16,Quality Issue,43.92,Refunded
RE0008295,OR0055296,OL000129094,2025-05-30,Damaged,17.99,Refunded
RE0008296,OR0032209,OL000075099,2025-04-16,Damaged,35.25,Exchange
RE0008297,OR0050442,OL000117532,2023-09-14,Damaged,60.97,Refunded
RE0008298,OR0125684,OL000293131,2023-07-05,Price Match,288.96,Refunded
RE0008299,OR0028729,OL000067109,2025-09-11,Duplicate Order,72.03,Refunded
RE0008300,OR0050918,OL000118688,2025-11-26,Late Delivery,39.17,Refunded
RE0008301,OR0041676,OL000097094,2024-08-01,Quality Issue,440.29,Refunded
RE0008302,OR0116032,OL000270709,2024-06-03,Changed Mind,17.01,Refunded
RE0008303,OR0012752,OL000029923,2025-10-07,Price Match,112.32,Store Credit
RE0008304,OR0054923,OL000128182,2023-09-03,Damaged,86.53,Refunded
RE0008305,OR0065241,OL000152338,2025-08-11,Wrong Item,34.74,Refunded
RE0008306,OR0032977,OL000076848,2025-12-06,Changed Mind,18.55,Refunded
RE0008307,OR0106953,OL000249611,2025-03-24,Late Delivery,308.11,Refunded
RE0008308,OR0108752,OL000253719,2023-04-07,Damaged,2.66,Refunded
RE0008309,OR0014013,OL000032866,2026-01-10,Price Match,115.79,Refunded
RE0008310,OR0041998,OL000097831,2024-06-06,Duplicate Order,8.81,Exchange
RE0008311,OR0060083,OL000140287,2025-06-30,Damaged,22.12,Exchange
RE0008312,OR0124634,OL000290666,2024-08-02,Changed Mind,11.91,Exchange
RE0008313,OR0093196,OL000217441,2025-05-08,Late Delivery,96.53,Refunded
RE0008314,OR0078877,OL000183916,2024-09-24,Damaged,35.49,Refunded
RE0008315,OR0030775,OL000071860,2025-06-24,Wrong Item,14.28,Refunded
RE0008316,OR0113774,OL000265399,2024-08-01,Price Match,60.56,Store Credit
RE0008317,OR0013594,OL000031904,2024-03-04,Price Match,10.1,Exchange
RE0008318,OR0062562,OL000146006,2023-04-25,Duplicate Order,194.85,Refunded
RE0008319,OR0085671,OL000199741,2024-03-03,Price Match,58.79,Store Credit
RE0008320,OR0025455,OL000059480,2024-10-17,Wrong Item,361.56,Refunded
RE0008321,OR0005467,OL000012805,2024-11-28,Damaged,46.13,Refunded
RE0008322,OR0111591,OL000260320,2024-02-29,Changed Mind,20.51,Exchange
RE0008323,OR0070618,OL000164832,2024-04-15,Price Match,9.06,Store Credit
RE0008324,OR0002012,OL000004735,2023-06-26,Late Delivery,41.62,Refunded
RE0008325,OR0079818,OL000186081,2023-10-03,Quality Issue,24.15,Refunded
RE0008326,OR0029513,OL000068941,2025-02-18,Duplicate Order,568.57,Store Credit
RE0008327,OR0042329,OL000098582,2023-07-23,Damaged,37.0,Refunded
RE0008328,OR0059525,OL000139005,2024-03-17,Late Delivery,23.4,Refunded
RE0008329,OR0109637,OL000255790,2025-10-05,Duplicate Order,128.93,Refunded
RE0008330,OR0054578,OL000127349,2025-01-28,Quality Issue,14.16,Refunded
RE0008331,OR0020817,OL000048536,2025-01-30,Duplicate Order,5.75,Refunded
RE0008332,OR0003036,OL000007144,2026-01-12,Duplicate Order,32.63,Refunded
RE0008333,OR0005157,OL000012034,2024-08-06,Late Delivery,80.11,Refunded
RE0008334,OR0050526,OL000117720,2025-08-24,Duplicate Order,14.7,Exchange
RE0008335,OR0055917,OL000130608,2024-04-08,Late Delivery,346.47,Refunded
RE0008336,OR0063565,OL000148412,2024-06-17,Damaged,13.34,Refunded
RE0008337,OR0062556,OL000145988,2025-08-20,Price Match,8.22,Refunded
RE0008338,OR0069162,OL000161376,2023-06-26,Wrong Item,45.07,Store Credit
RE0008339,OR0039848,OL000092827,2025-03-29,Wrong Item,421.47,Refunded
RE0008340,OR0077633,OL000181084,2023-07-02,Late Delivery,213.65,Exchange
RE0008341,OR0099818,OL000232818,2025-08-31,Changed Mind,243.62,Refunded
RE0008342,OR0123203,OL000287344,2024-03-04,Wrong Item,208.47,Exchange
RE0008343,OR0103757,OL000242081,2024-12-01,Duplicate Order,5.61,Exchange
RE0008344,OR0083393,OL000194355,2023-12-23,Quality Issue,46.97,Refunded
RE0008345,OR0019852,OL000046308,2023-09-19,Price Match,26.12,Exchange
RE0008346,OR0072860,OL000170045,2025-02-26,Wrong Item,7.88,Refunded
RE0008347,OR0043172,OL000100525,2024-12-13,Wrong Item,143.93,Store Credit
RE0008348,OR0081566,OL000190160,2024-11-12,Duplicate Order,2.83,Refunded
RE0008349,OR0095667,OL000223218,2024-05-01,Late Delivery,30.74,Refunded
RE0008350,OR0065105,OL000152012,2025-10-06,Duplicate Order,33.34,Exchange
RE0008351,OR0076895,OL000179394,2025-02-25,Changed Mind,4.07,Exchange
RE0008352,OR0088225,OL000205760,2025-01-09,Wrong Item,13.67,Store Credit
RE0008353,OR0043630,OL000101598,2023-09-05,Changed Mind,82.02,Refunded
RE0008354,OR0097616,OL000227702,2024-05-17,Damaged,13.14,Store Credit
RE0008355,OR0123906,OL000289008,2024-01-26,Price Match,57.58,Refunded
RE0008356,OR0079632,OL000185656,2024-04-07,Late Delivery,110.33,Exchange
RE0008357,OR0005914,OL000013868,2025-01-16,Damaged,62.2,Refunded
RE0008358,OR0118121,OL000275460,2023-09-21,Late Delivery,27.74,Refunded
RE0008359,OR0106626,OL000248837,2025-09-16,Price Match,221.82,Refunded
RE0008360,OR0052549,OL000122595,2024-10-22,Price Match,26.1,Refunded
RE0008361,OR0014678,OL000034339,2024-04-11,Damaged,7.77,Refunded
RE0008362,OR0027644,OL000064551,2024-02-26,Price Match,124.41,Refunded
RE0008363,OR0030792,OL000071902,2024-08-24,Quality Issue,56.48,Exchange
RE0008364,OR0023475,OL000054689,2025-08-22,Damaged,66.12,Exchange
RE0008365,OR0021418,OL000049985,2023-09-12,Late Delivery,331.17,Refunded
RE0008366,OR0031923,OL000074445,2024-02-06,Duplicate Order,122.06,Refunded
RE0008367,OR0069532,OL000162290,2025-06-10,Duplicate Order,5.59,Exchange
RE0008368,OR0086866,OL000202552,2024-09-16,Wrong Item,124.64,Refunded
RE0008369,OR0129558,OL000302107,2025-07-01,Price Match,457.35,Store Credit
RE0008370,OR0100173,OL000233609,2024-03-22,Quality Issue,216.28,Exchange
RE0008371,OR0120645,OL000281265,2024-10-06,Changed Mind,8.67,Store Credit
RE0008372,OR0064846,OL000151452,2023-12-04,Wrong Item,453.24,Refunded
RE0008373,OR0076675,OL000178878,2025-09-20,Price Match,101.43,Exchange
RE0008374,OR0048947,OL000113925,2024-12-24,Price Match,59.63,Exchange
RE0008375,OR0039630,OL000092305,2025-06-26,Damaged,72.39,Refunded
RE0008376,OR0021966,OL000051213,2025-06-14,Quality Issue,52.36,Refunded
RE0008377,OR0067478,OL000157577,2024-11-20,Late Delivery,19.71,Store Credit
RE0008378,OR0077630,OL000181077,2025-01-31,Price Match,20.11,Refunded
RE0008379,OR0113667,OL000265145,2023-07-26,Damaged,391.25,Refunded
RE0008380,OR0080711,OL000188114,2024-11-02,Damaged,40.9,Refunded
RE0008381,OR0014818,OL000034638,2023-05-20,Late Delivery,81.05,Refunded
RE0008382,OR0053767,OL000125463,2024-01-20,Price Match,157.71,Exchange
RE0008383,OR0059163,OL000138117,2025-10-13,Quality Issue,4.01,Refunded
RE0008384,OR0010269,OL000024153,2023-04-12,Duplicate Order,1821.15,Exchange
RE0008385,OR0067067,OL000156656,2024-04-10,Wrong Item,86.97,Refunded
RE0008386,OR0007199,OL000016930,2026-01-22,Changed Mind,99.88,Exchange
RE0008387,OR0076076,OL000177518,2023-12-24,Late Delivery,11.27,Store Credit
RE0008388,OR0113895,OL000265681,2025-01-27,Damaged,2.37,Refunded
RE0008389,OR0001176,OL000002792,2023-09-18,Quality Issue,83.07,Refunded
RE0008390,OR0060779,OL000141888,2023-07-10,Changed Mind,153.55,Refunded
RE0008391,OR0052253,OL000121857,2024-01-11,Changed Mind,6.45,Store Credit
RE0008392,OR0035445,OL000082578,2023-12-07,Late Delivery,264.99,Exchange
RE0008393,OR0094616,OL000220774,2023-08-10,Wrong Item,448.15,Exchange
RE0008394,OR0027509,OL000064216,2024-09-26,Changed Mind,83.4,Refunded
RE0008395,OR0117325,OL000273663,2024-09-30,Price Match,75.71,Refunded
RE0008396,OR0110037,OL000256718,2025-12-02,Price Match,5.5,Store Credit
RE0008397,OR0081261,OL000189420,2024-11-24,Changed Mind,301.42,Refunded
RE0008398,OR0027976,OL000065331,2023-11-16,Quality Issue,297.04,Store Credit
RE0008399,OR0128118,OL000298758,2024-08-06,Damaged,198.27,Refunded
RE0008400,OR0021923,OL000051117,2025-04-16,Duplicate Order,6.65,Refunded
RE0008401,OR0058137,OL000135764,2024-12-18,Changed Mind,21.3,Refunded
RE0008402,OR0087040,OL000202985,2025-03-07,Wrong Item,11.33,Refunded
RE0008403,OR0076134,OL000177669,2025-09-16,Wrong Item,6.59,Refunded
RE0008404,OR0037147,OL000086489,2025-02-10,Duplicate Order,50.48,Refunded
RE0008405,OR0123882,OL000288950,2024-06-09,Duplicate Order,110.07,Refunded
RE0008406,OR0085986,OL000200464,2024-02-14,Damaged,82.19,Refunded
RE0008407,OR0080595,OL000187858,2025-01-11,Quality Issue,9.77,Store Credit
RE0008408,OR0106722,OL000249061,2025-06-27,Quality Issue,25.46,Exchange
RE0008409,OR0031452,OL000073384,2024-02-03,Price Match,211.94,Exchange
RE0008410,OR0084145,OL000196193,2024-04-18,Quality Issue,334.31,Exchange
RE0008411,OR0108469,OL000253097,2025-08-24,Wrong Item,23.99,Exchange
RE0008412,OR0118418,OL000276139,2023-05-18,Damaged,14.33,Store Credit
RE0008413,OR0000979,OL000002336,2024-09-12,Wrong Item,24.18,Refunded
RE0008414,OR0025186,OL000058808,2025-11-13,Wrong Item,146.53,Refunded
RE0008415,OR0044277,OL000103092,2025-10-10,Wrong Item,165.24,Refunded
RE0008416,OR0110113,OL000256903,2023-09-01,Damaged,7.14,Exchange
RE0008417,OR0106523,OL000248609,2024-10-05,Wrong Item,10.43,Refunded
RE0008418,OR0053650,OL000125177,2024-05-25,Changed Mind,292.55,Refunded
RE0008419,OR0115221,OL000268817,2023-04-21,Changed Mind,25.4,Exchange
RE0008420,OR0065014,OL000151831,2025-08-18,Changed Mind,407.17,Store Credit
RE0008421,OR0097742,OL000227986,2025-09-12,Wrong Item,3.09,Store Credit
RE0008422,OR0108188,OL000252461,2025-02-18,Price Match,44.16,Refunded
RE0008423,OR0014233,OL000033370,2025-06-23,Duplicate Order,17.6,Refunded
RE0008424,OR0024625,OL000057467,2024-02-21,Price Match,3.74,Exchange
RE0008425,OR0099354,OL000231778,2024-06-10,Wrong Item,63.57,Store Credit
RE0008426,OR0039336,OL000091585,2025-06-25,Damaged,79.58,Store Credit
RE0008427,OR0048447,OL000112824,2025-08-15,Quality Issue,48.98,Exchange
RE0008428,OR0106524,OL000248614,2024-02-28,Quality Issue,116.34,Store Credit
RE0008429,OR0043187,OL000100559,2024-05-11,Changed Mind,25.14,Store Credit
RE0008430,OR0005516,OL000012917,2025-09-09,Late Delivery,911.11,Refunded
RE0008431,OR0062395,OL000145619,2024-10-25,Duplicate Order,30.33,Refunded
RE0008432,OR0028513,OL000066586,2025-01-17,Duplicate Order,9.95,Refunded
RE0008433,OR0028788,OL000067234,2023-09-11,Duplicate Order,9.01,Exchange
RE0008434,OR0067952,OL000158632,2025-03-25,Damaged,4.48,Refunded
RE0008435,OR0005585,OL000013069,2024-12-25,Wrong Item,104.55,Refunded
RE0008436,OR0040492,OL000094312,2024-05-28,Changed Mind,375.27,Refunded
RE0008437,OR0043455,OL000101191,2024-10-13,Wrong Item,393.68,Refunded
RE0008438,OR0084696,OL000197458,2023-12-24,Damaged,107.22,Exchange
RE0008439,OR0014254,OL000033422,2025-03-04,Wrong Item,446.57,Exchange
RE0008440,OR0104784,OL000244546,2024-12-24,Late Delivery,66.5,Exchange
RE0008441,OR0070719,OL000165070,2024-11-28,Price Match,129.9,Refunded
RE0008442,OR0106796,OL000249235,2023-11-15,Wrong Item,283.46,Refunded
RE0008443,OR0102507,OL000239087,2024-11-09,Price Match,166.66,Refunded
RE0008444,OR0005783,OL000013564,2024-12-07,Price Match,24.01,Refunded
RE0008445,OR0109306,OL000254996,2025-01-22,Late Delivery,158.54,Exchange
RE0008446,OR0039173,OL000091222,2026-01-03,Changed Mind,18.01,Refunded
RE0008447,OR0010518,OL000024750,2024-04-11,Price Match,4.67,Store Credit
RE0008448,OR0099917,OL000233058,2025-12-13,Quality Issue,25.53,Store Credit
RE0008449,OR0120730,OL000281471,2024-06-10,Damaged,2.25,Refunded
RE0008450,OR0061327,OL000143146,2025-08-27,Duplicate Order,11.78,Refunded
RE0008451,OR0029114,OL000067979,2025-05-24,Price Match,44.01,Exchange
RE0008452,OR0082452,OL000192204,2024-01-05,Changed Mind,82.97,Refunded
RE0008453,OR0076996,OL000179622,2023-10-25,Price Match,228.11,Refunded
RE0008454,OR0127688,OL000297768,2025-06-04,Price Match,8.73,Exchange
RE0008455,OR0067226,OL000157036,2025-01-17,Damaged,14.55,Refunded
RE0008456,OR0004462,OL000010412,2024-08-02,Quality Issue,19.22,Refunded
RE0008457,OR0090785,OL000211803,2024-03-05,Changed Mind,36.43,Refunded
RE0008458,OR0108815,OL000253878,2025-10-19,Damaged,18.5,Refunded
RE0008459,OR0077290,OL000180282,2024-01-09,Changed Mind,278.7,Refunded
RE0008460,OR0049972,OL000116389,2025-03-21,Late Delivery,587.44,Refunded
RE0008461,OR0045506,OL000105901,2024-11-26,Quality Issue,402.93,Refunded
RE0008462,OR0065394,OL000152701,2023-09-23,Duplicate Order,126.11,Exchange
RE0008463,OR0031113,OL000072620,2024-07-27,Changed Mind,370.43,Refunded
RE0008464,OR0048083,OL000111984,2025-07-18,Wrong Item,49.21,Refunded
RE0008465,OR0019885,OL000046391,2025-04-08,Quality Issue,14.62,Store Credit
RE0008466,OR0027225,OL000063534,2023-04-07,Late Delivery,122.95,Refunded
RE0008467,OR0038480,OL000089665,2023-09-09,Damaged,798.48,Exchange
RE0008468,OR0107507,OL000250884,2024-06-23,Quality Issue,92.32,Refunded
RE0008469,OR0086412,OL000201455,2024-06-06,Changed Mind,13.59,Refunded
RE0008470,OR0017793,OL000041480,2023-08-01,Wrong Item,3.97,Exchange
RE0008471,OR0056191,OL000131227,2024-08-28,Late Delivery,3.01,Refunded
RE0008472,OR0125021,OL000291567,2023-09-09,Changed Mind,45.01,Exchange
RE0008473,OR0097018,OL000226318,2025-01-24,Late Delivery,7.18,Store Credit
RE0008474,OR0099986,OL000233222,2023-12-27,Quality Issue,5.37,Exchange
RE0008475,OR0087509,OL000204050,2025-08-17,Price Match,22.97,Refunded
RE0008476,OR0116625,OL000272051,2025-08-02,Changed Mind,42.35,Refunded
RE0008477,OR0014442,OL000033809,2023-10-21,Changed Mind,12.11,Refunded
RE0008478,OR0115067,OL000268459,2024-09-08,Damaged,13.05,Exchange
RE0008479,OR0061548,OL000143665,2025-07-07,Late Delivery,49.16,Exchange
RE0008480,OR0110288,OL000257313,2025-12-12,Quality Issue,8.62,Refunded
RE0008481,OR0114749,OL000267738,2023-08-06,Wrong Item,294.81,Refunded
RE0008482,OR0015919,OL000037192,2023-11-17,Duplicate Order,17.21,Store Credit
RE0008483,OR0032319,OL000075369,2023-09-09,Changed Mind,43.84,Refunded
RE0008484,OR0069243,OL000161581,2023-12-05,Wrong Item,119.69,Refunded
RE0008485,OR0054455,OL000127030,2025-12-25,Damaged,16.73,Refunded
RE0008486,OR0006077,OL000014268,2024-10-15,Changed Mind,14.25,Refunded
RE0008487,OR0077696,OL000181220,2023-09-03,Changed Mind,124.5,Exchange
RE0008488,OR0014317,OL000033561,2023-07-06,Quality Issue,105.98,Store Credit
RE0008489,OR0127811,OL000298025,2024-12-15,Damaged,32.18,Refunded
RE0008490,OR0124404,OL000290156,2024-03-15,Quality Issue,24.17,Refunded
RE0008491,OR0123825,OL000288792,2025-06-16,Damaged,212.92,Refunded
RE0008492,OR0084645,OL000197350,2025-06-07,Late Delivery,9.04,Exchange
RE0008493,OR0091383,OL000213199,2023-08-10,Price Match,682.35,Refunded
RE0008494,OR0009686,OL000022788,2025-09-05,Damaged,71.22,Exchange
RE0008495,OR0057238,OL000133688,2025-06-03,Quality Issue,19.33,Refunded
RE0008496,OR0043500,OL000101289,2024-09-01,Damaged,5.77,Refunded
RE0008497,OR0065726,OL000153445,2023-11-19,Price Match,27.29,Refunded
RE0008498,OR0123176,OL000287274,2024-10-21,Price Match,5.27,Refunded
RE0008499,OR0001810,OL000004271,2024-06-27,Wrong Item,57.13,Refunded
RE0008500,OR0116761,OL000272332,2023-09-20,Price Match,10.65,Exchange
RE0008501,OR0041611,OL000096933,2025-04-01,Damaged,5.34,Refunded
RE0008502,OR0117758,OL000274606,2025-07-27,Late Delivery,19.73,Store Credit
RE0008503,OR0103140,OL000240620,2026-01-02,Duplicate Order,33.09,Refunded
RE0008504,OR0041757,OL000097284,2023-12-07,Quality Issue,16.56,Refunded
RE0008505,OR0063500,OL000148243,2024-11-16,Quality Issue,12.34,Exchange
RE0008506,OR0002540,OL000006002,2024-12-09,Duplicate Order,493.98,Exchange
RE0008507,OR0008592,OL000020207,2024-01-24,Price Match,201.35,Store Credit
RE0008508,OR0022463,OL000052356,2024-10-03,Damaged,26.59,Refunded
RE0008509,OR0085531,OL000199444,2025-12-16,Changed Mind,43.08,Refunded
RE0008510,OR0078848,OL000183855,2024-08-13,Quality Issue,87.64,Refunded
RE0008511,OR0093825,OL000218969,2024-06-21,Changed Mind,6.85,Refunded
RE0008512,OR0112365,OL000262126,2023-05-30,Damaged,405.59,Refunded
RE0008513,OR0021105,OL000049270,2025-07-08,Quality Issue,7.67,Store Credit
RE0008514,OR0052399,OL000122229,2023-08-14,Price Match,30.03,Store Credit
RE0008515,OR0018360,OL000042810,2024-12-11,Damaged,66.12,Refunded
RE0008516,OR0117944,OL000275053,2025-01-25,Late Delivery,76.12,Refunded
RE0008517,OR0023089,OL000053760,2024-06-01,Price Match,913.76,Refunded
RE0008518,OR0129014,OL000300871,2025-02-19,Changed Mind,165.98,Store Credit
RE0008519,OR0059184,OL000138158,2024-01-20,Price Match,48.43,Store Credit
RE0008520,OR0113996,OL000265932,2026-01-23,Duplicate Order,119.47,Store Credit
RE0008521,OR0062472,OL000145788,2024-02-04,Late Delivery,270.37,Exchange
RE0008522,OR0070679,OL000164962,2025-04-26,Quality Issue,29.22,Exchange
RE0008523,OR0093589,OL000218368,2024-01-21,Price Match,5.62,Refunded
RE0008524,OR0016870,OL000039395,2025-03-06,Duplicate Order,23.93,Refunded
RE0008525,OR0068225,OL000159254,2024-07-23,Changed Mind,193.66,Exchange
RE0008526,OR0118977,OL000277390,2025-07-20,Duplicate Order,335.61,Store Credit
RE0008527,OR0031326,OL000073100,2025-10-03,Damaged,25.16,Store Credit
RE0008528,OR0068089,OL000158947,2024-05-04,Damaged,8.45,Exchange
RE0008529,OR0001228,OL000002919,2025-06-06,Late Delivery,32.77,Refunded
RE0008530,OR0086123,OL000200772,2024-11-13,Wrong Item,27.07,Refunded
RE0008531,OR0096764,OL000225747,2023-09-27,Wrong Item,8.93,Refunded
RE0008532,OR0099758,OL000232684,2025-11-28,Quality Issue,80.41,Refunded
RE0008533,OR0067472,OL000157565,2024-02-14,Wrong Item,22.06,Refunded
RE0008534,OR0071929,OL000167870,2024-04-15,Late Delivery,48.23,Refunded
RE0008535,OR0019265,OL000044958,2023-01-23,Price Match,27.18,Refunded
RE0008536,OR0009873,OL000023243,2024-07-27,Damaged,210.7,Store Credit
RE0008537,OR0091955,OL000214527,2025-04-16,Duplicate Order,4.84,Refunded
RE0008538,OR0046531,OL000108310,2024-01-16,Late Delivery,3.01,Exchange
RE0008539,OR0126585,OL000295226,2024-07-05,Price Match,84.35,Refunded
RE0008540,OR0104365,OL000243531,2024-02-22,Price Match,38.49,Exchange
RE0008541,OR0125861,OL000293529,2024-04-16,Late Delivery,55.03,Refunded
RE0008542,OR0109978,OL000256562,2025-04-21,Quality Issue,4.14,Refunded
RE0008543,OR0104093,OL000242889,2024-05-04,Changed Mind,19.24,Exchange
RE0008544,OR0074803,OL000174571,2025-10-25,Changed Mind,1.48,Store Credit
RE0008545,OR0006619,OL000015526,2025-06-21,Changed Mind,18.0,Store Credit
RE0008546,OR0046851,OL000109113,2025-03-01,Duplicate Order,123.64,Refunded
RE0008547,OR0103248,OL000240861,2023-06-17,Wrong Item,22.78,Refunded
RE0008548,OR0032234,OL000075159,2024-08-11,Quality Issue,4.02,Refunded
RE0008549,OR0000617,OL000001484,2024-10-05,Damaged,83.06,Refunded
RE0008550,OR0098061,OL000228734,2024-03-13,Quality Issue,5.66,Exchange
RE0008551,OR0033250,OL000077473,2023-06-15,Duplicate Order,191.62,Refunded
RE0008552,OR0005558,OL000013010,2024-10-02,Damaged,99.5,Refunded
RE0008553,OR0060929,OL000142232,2024-09-18,Late Delivery,25.18,Refunded
RE0008554,OR0082275,OL000191784,2023-12-06,Quality Issue,312.59,Refunded
RE0008555,OR0080229,OL000187033,2025-12-19,Changed Mind,109.17,Refunded
RE0008556,OR0056442,OL000131821,2025-02-22,Price Match,122.79,Refunded
RE0008557,OR0082829,OL000193059,2024-02-19,Late Delivery,48.07,Store Credit
RE0008558,OR0057888,OL000135197,2023-04-27,Changed Mind,18.65,Refunded
RE0008559,OR0029611,OL000069167,2024-11-14,Wrong Item,458.18,Store Credit
RE0008560,OR0045201,OL000105197,2023-12-17,Wrong Item,226.53,Exchange
RE0008561,OR0103121,OL000240580,2026-01-10,Changed Mind,5.69,Refunded
RE0008562,OR0096461,OL000225032,2024-04-18,Price Match,1552.28,Refunded
RE0008563,OR0029117,OL000067986,2024-09-25,Quality Issue,158.03,Refunded
RE0008564,OR0011839,OL000027854,2025-04-14,Changed Mind,144.04,Refunded
RE0008565,OR0120962,OL000282071,2024-04-23,Wrong Item,39.2,Store Credit
RE0008566,OR0009677,OL000022759,2023-10-16,Quality Issue,36.41,Refunded
RE0008567,OR0091493,OL000213451,2025-05-01,Duplicate Order,6.58,Refunded
RE0008568,OR0089257,OL000208165,2025-02-05,Late Delivery,18.41,Refunded
RE0008569,OR0106004,OL000247409,2024-11-01,Late Delivery,109.45,Store Credit
RE0008570,OR0085811,OL000200050,2025-07-08,Duplicate Order,170.21,Refunded
RE0008571,OR0079392,OL000185072,2025-01-30,Duplicate Order,7.56,Refunded
RE0008572,OR0111426,OL000259941,2024-04-07,Duplicate Order,13.28,Refunded
RE0008573,OR0049833,OL000116047,2023-04-04,Quality Issue,19.43,Refunded
RE0008574,OR0024039,OL000056079,2025-05-20,Late Delivery,21.12,Refunded
RE0008575,OR0069531,OL000162289,2023-10-16,Damaged,21.37,Refunded
RE0008576,OR0102835,OL000239904,2023-05-23,Duplicate Order,2.0,Store Credit
RE0008577,OR0099786,OL000232747,2025-04-20,Quality Issue,168.51,Exchange
RE0008578,OR0098805,OL000230445,2025-08-28,Quality Issue,287.89,Store Credit
RE0008579,OR0043284,OL000100804,2025-02-28,Late Delivery,12.16,Exchange
RE0008580,OR0063735,OL000148807,2024-03-25,Quality Issue,82.79,Refunded
RE0008581,OR0126922,OL000295993,2023-08-22,Late Delivery,11.57,Exchange
RE0008582,OR0098201,OL000229054,2023-05-02,Late Delivery,124.72,Refunded
RE0008583,OR0063631,OL000148568,2023-03-02,Price Match,23.08,Exchange
RE0008584,OR0112989,OL000263572,2025-12-14,Late Delivery,33.51,Store Credit
RE0008585,OR0014550,OL000034050,2025-04-03,Duplicate Order,38.1,Exchange
RE0008586,OR0066315,OL000154841,2025-05-25,Quality Issue,117.0,Refunded
RE0008587,OR0110904,OL000258759,2024-01-30,Wrong Item,17.02,Exchange
